# Shown is also the standard deviation from a large set of initial guesses, if large then invalid- multiple solutions 
   n[1/cc]      T[K]         Zbar         σ(Zbar)      χ0[eV]       σ(χ0[eV])
   1.875e+20    9.421e+03    7.938e-03    7.819e-13    2.654e-01    1.338e-11
   1.875e+20    9.593e+03    9.276e-03    1.210e-11    2.849e-01    1.909e-10
   1.875e+20    9.768e+03    1.082e-02    3.257e-11    3.056e-01    4.749e-10
   1.875e+20    9.946e+03    1.258e-02    1.705e-11    3.275e-01    2.301e-10
   1.875e+20    1.013e+04    1.461e-02    1.902e-11    3.507e-01    2.382e-10
   1.875e+20    1.031e+04    1.693e-02    4.836e-11    3.754e-01    5.629e-10
   1.875e+20    1.050e+04    1.958e-02    5.288e-11    4.017e-01    5.736e-10
   1.875e+20    1.069e+04    2.260e-02    3.332e-11    4.295e-01    3.376e-10
   1.875e+20    1.089e+04    2.603e-02    3.857e-11    4.592e-01    3.660e-10
   1.875e+20    1.109e+04    2.993e-02    4.506e-11    4.907e-01    4.015e-10
   1.875e+20    1.129e+04    3.436e-02    5.317e-11    5.244e-01    4.462e-10
   1.875e+20    1.150e+04    3.937e-02    8.932e-11    5.603e-01    7.078e-10
   1.875e+20    1.171e+04    4.503e-02    1.011e-10    5.987e-01    7.590e-10
   1.875e+20    1.192e+04    5.142e-02    1.153e-10    6.398e-01    8.229e-10
   1.875e+20    1.214e+04    5.863e-02    8.697e-11    6.840e-01    5.916e-10
   1.875e+20    1.236e+04    6.675e-02    1.075e-10    7.316e-01    6.995e-10
   1.875e+20    1.258e+04    7.589e-02    1.349e-10    7.830e-01    8.430e-10
   1.875e+20    1.281e+04    8.617e-02    1.529e-10    8.388e-01    9.211e-10
   1.875e+20    1.305e+04    9.773e-02    1.789e-10    8.993e-01    1.043e-09
   1.875e+20    1.329e+04    1.107e-01    2.044e-10    9.655e-01    1.158e-09
   1.875e+20    1.353e+04    1.253e-01    1.725e-10    1.038e+00    9.533e-10
   1.875e+20    1.378e+04    1.417e-01    2.015e-10    1.118e+00    1.091e-09
   1.875e+20    1.403e+04    1.602e-01    3.278e-10    1.207e+00    1.746e-09
   1.875e+20    1.428e+04    1.810e-01    1.819e-10    1.306e+00    9.577e-10
   1.875e+20    1.455e+04    2.046e-01    2.059e-10    1.417e+00    1.076e-09
   1.875e+20    1.481e+04    2.312e-01    5.565e-10    1.542e+00    2.901e-09
   1.875e+20    1.508e+04    2.615e-01    1.527e-10    1.686e+00    7.984e-10
   1.875e+20    1.536e+04    2.960e-01    1.448e-10    1.851e+00    7.629e-10
   1.875e+20    1.564e+04    3.357e-01    6.704e-11    2.044e+00    3.579e-10
   1.875e+20    1.592e+04    3.814e-01    1.123e-11    2.271e+00    6.112e-11
   1.875e+20    1.621e+04    4.343e-01    9.815e-11    2.540e+00    5.478e-10
   1.875e+20    1.651e+04    4.949e-01    1.199e-09    2.859e+00    6.902e-09
   1.875e+20    1.681e+04    5.619e-01    1.246e-09    3.224e+00    7.435e-09
   1.875e+20    1.712e+04    6.294e-01    1.107e-09    3.604e+00    6.843e-09
   1.875e+20    1.743e+04    6.894e-01    8.306e-10    3.946e+00    5.286e-09
   1.875e+20    1.775e+04    7.374e-01    1.391e-09    4.218e+00    9.046e-09
   1.875e+20    1.807e+04    7.746e-01    1.744e-09    4.422e+00    1.150e-08
   1.875e+20    1.840e+04    8.037e-01    2.101e-10    4.574e+00    1.397e-09
   1.875e+20    1.874e+04    8.268e-01    1.438e-09    4.686e+00    9.611e-09
   1.875e+20    1.908e+04    8.457e-01    6.692e-10    4.770e+00    4.481e-09
   1.875e+20    1.943e+04    8.614e-01    6.384e-10    4.831e+00    4.276e-09
   1.875e+20    1.979e+04    8.748e-01    1.618e-10    4.877e+00    1.082e-09
   1.875e+20    2.015e+04    8.862e-01    9.550e-10    4.909e+00    6.374e-09
   1.875e+20    2.051e+04    8.962e-01    6.033e-09    4.931e+00    4.013e-08
   1.875e+20    2.089e+04    9.050e-01    6.678e-09    4.945e+00    4.425e-08
   1.875e+20    2.127e+04    9.127e-01    8.209e-09    4.951e+00    5.414e-08
   1.875e+20    2.166e+04    9.197e-01    1.092e-08    4.952e+00    7.162e-08
   1.875e+20    2.205e+04    9.259e-01    6.592e-09    4.948e+00    4.302e-08
   1.875e+20    2.246e+04    9.315e-01    9.148e-09    4.940e+00    5.935e-08
   1.875e+20    2.287e+04    9.365e-01    1.026e-08    4.928e+00    6.615e-08
   1.875e+20    2.329e+04    9.412e-01    8.377e-09    4.913e+00    5.367e-08
   1.875e+20    2.371e+04    9.454e-01    6.159e-09    4.895e+00    3.919e-08
   1.875e+20    2.414e+04    9.492e-01    5.172e-09    4.875e+00    3.269e-08
   1.875e+20    2.458e+04    9.527e-01    8.618e-09    4.854e+00    5.409e-08
   1.875e+20    2.503e+04    9.560e-01    8.826e-09    4.830e+00    5.499e-08
   1.875e+20    2.549e+04    9.590e-01    7.451e-09    4.805e+00    4.608e-08
   1.875e+20    2.596e+04    9.617e-01    1.161e-09    4.779e+00    7.127e-09
   1.875e+20    2.643e+04    9.643e-01    1.659e-10    4.751e+00    1.011e-09
   1.875e+20    2.691e+04    9.666e-01    1.175e-10    4.722e+00    7.100e-10
   1.875e+20    2.740e+04    9.688e-01    1.575e-10    4.693e+00    9.449e-10
   1.875e+20    2.790e+04    9.708e-01    2.935e-12    4.663e+00    1.746e-11
   1.875e+20    2.841e+04    9.727e-01    6.668e-09    4.632e+00    3.936e-08
   1.875e+20    2.893e+04    9.744e-01    5.953e-09    4.600e+00    3.485e-08
   1.875e+20    2.946e+04    9.760e-01    1.032e-08    4.568e+00    5.994e-08
   1.875e+20    3.000e+04    9.775e-01    9.260e-09    4.536e+00    5.334e-08
