# Saha solution with Stewart-Pyat α=1 IPD
   n[1/cc]      T[K]         Zbar         x_0[eV]      x_1[eV]      x_2[eV]      x_3[eV]      x_4[eV]      x_5[eV]      x_6[eV]      χ_0[eV]      χ_1[eV]      χ_2[eV]      χ_3[eV]      χ_4[eV]      χ_5[eV]      χ_6[eV]      
   1.748e+20    2.684e+03    6.257e-15    1.000e+00    6.257e-15    2.463e-22    2.973e-32    1.893e-53    1.326e-55    1.049e-58    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    2.737e+03    1.233e-14    1.000e+00    1.233e-14    6.890e-22    1.310e-31    2.107e-52    1.722e-55    1.475e-58    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    2.791e+03    2.397e-14    1.000e+00    2.397e-14    1.890e-21    5.614e-31    2.262e-51    2.226e-55    2.063e-58    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    2.847e+03    4.602e-14    1.000e+00    4.602e-14    5.087e-21    2.340e-30    2.324e-50    2.867e-55    2.872e-58    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    2.903e+03    8.729e-14    1.000e+00    8.729e-14    1.344e-20    9.498e-30    2.284e-49    3.677e-55    3.978e-58    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    2.961e+03    1.635e-13    1.000e+00    1.635e-13    3.485e-20    3.754e-29    2.151e-48    4.698e-55    5.481e-58    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    3.020e+03    3.028e-13    1.000e+00    3.028e-13    8.878e-20    1.446e-28    1.940e-47    5.979e-55    7.517e-58    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    3.080e+03    5.540e-13    1.000e+00    5.540e-13    2.222e-19    5.429e-28    1.679e-46    7.583e-55    1.026e-57    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    3.141e+03    1.002e-12    1.000e+00    1.002e-12    5.466e-19    1.989e-27    1.395e-45    9.619e-55    1.394e-57    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    3.203e+03    1.792e-12    1.000e+00    1.792e-12    1.322e-18    7.108e-27    1.114e-44    1.266e-54    1.885e-57    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    3.267e+03    3.171e-12    1.000e+00    3.171e-12    3.145e-18    2.480e-26    8.546e-44    2.310e-54    2.537e-57    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    3.332e+03    5.549e-12    1.000e+00    5.549e-12    7.360e-18    8.455e-26    6.311e-43    1.187e-53    3.400e-57    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    3.398e+03    9.608e-12    1.000e+00    9.608e-12    1.695e-17    2.817e-25    4.487e-42    1.211e-52    4.536e-57    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    3.465e+03    1.647e-11    1.000e+00    1.647e-11    3.844e-17    9.174e-25    3.075e-41    1.352e-51    6.027e-57    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    3.534e+03    2.793e-11    1.000e+00    2.793e-11    8.582e-17    2.923e-24    2.032e-40    1.464e-50    7.973e-57    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    3.604e+03    4.690e-11    1.000e+00    4.690e-11    1.888e-16    9.111e-24    1.296e-39    1.518e-49    1.051e-56    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    3.676e+03    7.800e-11    1.000e+00    7.800e-11    4.091e-16    2.781e-23    7.978e-39    1.506e-48    1.379e-56    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    3.749e+03    1.285e-10    1.000e+00    1.285e-10    8.739e-16    8.311e-23    4.747e-38    1.432e-47    1.804e-56    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    3.823e+03    2.096e-10    1.000e+00    2.096e-10    1.840e-15    2.434e-22    2.732e-37    1.304e-46    2.387e-56    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    3.899e+03    3.389e-10    1.000e+00    3.389e-10    3.822e-15    6.985e-22    1.521e-36    1.140e-45    3.660e-56    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    3.977e+03    5.429e-10    1.000e+00    5.429e-10    7.831e-15    1.966e-21    8.200e-36    9.566e-45    1.259e-55    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    4.056e+03    8.621e-10    1.000e+00    8.621e-10    1.583e-14    5.427e-21    4.283e-35    7.712e-44    1.203e-54    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    4.136e+03    1.357e-09    1.000e+00    1.357e-09    3.159e-14    1.470e-20    2.169e-34    5.979e-43    1.468e-53    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    4.218e+03    2.118e-09    1.000e+00    2.118e-09    6.221e-14    3.910e-20    1.066e-33    4.461e-42    1.768e-52    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    4.302e+03    3.278e-09    1.000e+00    3.278e-09    1.210e-13    1.021e-19    5.080e-33    3.205e-41    2.040e-51    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    4.387e+03    5.033e-09    1.000e+00    5.032e-09    2.325e-13    2.619e-19    2.353e-32    2.219e-40    2.248e-50    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    4.474e+03    7.664e-09    1.000e+00    7.663e-09    4.412e-13    6.604e-19    1.059e-31    1.482e-39    2.369e-49    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    4.563e+03    1.158e-08    1.000e+00    1.158e-08    8.276e-13    1.637e-18    4.632e-31    9.553e-39    2.389e-48    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    4.654e+03    1.736e-08    1.000e+00    1.736e-08    1.534e-12    3.988e-18    1.972e-30    5.947e-38    2.307e-47    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    4.746e+03    2.583e-08    1.000e+00    2.582e-08    2.812e-12    9.562e-18    8.169e-30    3.578e-37    2.135e-46    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    4.840e+03    3.815e-08    1.000e+00    3.814e-08    5.097e-12    2.256e-17    3.296e-29    2.082e-36    1.896e-45    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.129e+01
   1.748e+20    4.937e+03    5.593e-08    1.000e+00    5.591e-08    9.137e-12    5.238e-17    1.296e-28    1.173e-35    1.617e-44    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.484e+01    9.128e+01
   1.748e+20    5.035e+03    8.142e-08    1.000e+00    8.139e-08    1.620e-11    1.198e-16    4.968e-28    6.395e-35    1.325e-43    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.958e+01    7.483e+01    9.128e+01
   1.748e+20    5.134e+03    1.177e-07    1.000e+00    1.177e-07    2.844e-11    2.697e-16    1.857e-27    3.379e-34    1.044e-42    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.957e+01    7.483e+01    9.128e+01
   1.748e+20    5.236e+03    1.690e-07    1.000e+00    1.689e-07    4.939e-11    5.984e-16    6.776e-27    1.732e-33    7.916e-42    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.957e+01    7.483e+01    9.128e+01
   1.748e+20    5.340e+03    2.410e-07    1.000e+00    2.409e-07    8.493e-11    1.308e-15    2.414e-26    8.608e-33    5.782e-41    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.957e+01    7.483e+01    9.128e+01
   1.748e+20    5.446e+03    3.415e-07    1.000e+00    3.412e-07    1.446e-10    2.821e-15    8.399e-26    4.154e-32    4.070e-40    0.000e+00    1.576e+01    2.763e+01    4.073e+01    5.957e+01    7.483e+01    9.128e+01
   1.748e+20    5.555e+03    4.808e-07    1.000e+00    4.803e-07    2.438e-10    5.996e-15    2.856e-25    1.948e-31    2.763e-39    0.000e+00    1.576e+01    2.762e+01    4.073e+01    5.957e+01    7.483e+01    9.127e+01
   1.748e+20    5.665e+03    6.726e-07    1.000e+00    6.718e-07    4.071e-10    1.257e-14    9.494e-25    8.873e-31    1.811e-38    0.000e+00    1.576e+01    2.762e+01    4.073e+01    5.957e+01    7.483e+01    9.127e+01
   1.748e+20    5.777e+03    9.351e-07    1.000e+00    9.338e-07    6.736e-10    2.601e-14    3.087e-24    3.932e-30    1.146e-37    0.000e+00    1.576e+01    2.762e+01    4.072e+01    5.957e+01    7.482e+01    9.127e+01
   1.748e+20    5.892e+03    1.292e-06    1.000e+00    1.290e-06    1.104e-09    5.309e-14    9.825e-24    1.695e-29    7.015e-37    0.000e+00    1.576e+01    2.762e+01    4.072e+01    5.956e+01    7.482e+01    9.127e+01
   1.748e+20    6.009e+03    1.775e-06    1.000e+00    1.772e-06    1.794e-09    1.070e-13    3.061e-23    7.113e-29    4.151e-36    0.000e+00    1.575e+01    2.762e+01    4.072e+01    5.956e+01    7.482e+01    9.126e+01
   1.748e+20    6.128e+03    2.425e-06    1.000e+00    2.419e-06    2.889e-09    2.129e-13    9.338e-23    2.908e-28    2.378e-35    0.000e+00    1.575e+01    2.762e+01    4.072e+01    5.956e+01    7.481e+01    9.126e+01
   1.748e+20    6.250e+03    3.293e-06    1.000e+00    3.284e-06    4.614e-09    4.185e-13    2.791e-22    1.158e-27    1.319e-34    0.000e+00    1.575e+01    2.762e+01    4.072e+01    5.956e+01    7.481e+01    9.125e+01
   1.748e+20    6.374e+03    4.448e-06    1.000e+00    4.433e-06    7.305e-09    8.127e-13    8.179e-22    4.499e-27    7.089e-34    0.000e+00    1.575e+01    2.762e+01    4.071e+01    5.955e+01    7.480e+01    9.125e+01
   1.748e+20    6.500e+03    5.975e-06    1.000e+00    5.952e-06    1.147e-08    1.559e-12    2.350e-21    1.705e-26    3.695e-33    0.000e+00    1.575e+01    2.761e+01    4.071e+01    5.955e+01    7.480e+01    9.124e+01
   1.748e+20    6.630e+03    7.983e-06    1.000e+00    7.947e-06    1.787e-08    2.957e-12    6.623e-21    6.304e-26    1.868e-32    0.000e+00    1.575e+01    2.761e+01    4.071e+01    5.954e+01    7.479e+01    9.124e+01
   1.748e+20    6.761e+03    1.061e-05    1.000e+00    1.056e-05    2.760e-08    5.543e-12    1.832e-20    2.276e-25    9.170e-32    0.000e+00    1.575e+01    2.761e+01    4.070e+01    5.954e+01    7.479e+01    9.123e+01
   1.748e+20    6.895e+03    1.403e-05    1.000e+00    1.395e-05    4.232e-08    1.027e-11    4.973e-20    8.028e-25    4.372e-31    0.000e+00    1.575e+01    2.761e+01    4.070e+01    5.953e+01    7.478e+01    9.122e+01
   1.748e+20    7.032e+03    1.847e-05    1.000e+00    1.834e-05    6.439e-08    1.884e-11    1.326e-19    2.767e-24    2.026e-30    0.000e+00    1.575e+01    2.760e+01    4.069e+01    5.953e+01    7.477e+01    9.121e+01
   1.748e+20    7.172e+03    2.418e-05    1.000e+00    2.399e-05    9.724e-08    3.416e-11    3.472e-19    9.325e-24    9.127e-30    0.000e+00    1.574e+01    2.760e+01    4.069e+01    5.952e+01    7.476e+01    9.120e+01
   1.748e+20    7.314e+03    3.152e-05    1.000e+00    3.123e-05    1.458e-07    6.130e-11    8.934e-19    3.074e-23    4.000e-29    0.000e+00    1.574e+01    2.759e+01    4.068e+01    5.951e+01    7.475e+01    9.119e+01
   1.748e+20    7.459e+03    4.089e-05    1.000e+00    4.045e-05    2.169e-07    1.088e-10    2.260e-18    9.913e-23    1.706e-28    0.000e+00    1.574e+01    2.759e+01    4.068e+01    5.950e+01    7.474e+01    9.118e+01
   1.748e+20    7.608e+03    5.280e-05    9.999e-01    5.216e-05    3.205e-07    1.913e-10    5.620e-18    3.129e-22    7.087e-28    0.000e+00    1.574e+01    2.758e+01    4.067e+01    5.949e+01    7.473e+01    9.116e+01
   1.748e+20    7.759e+03    6.789e-05    9.999e-01    6.695e-05    4.703e-07    3.329e-10    1.375e-17    9.674e-22    2.868e-27    0.000e+00    1.573e+01    2.758e+01    4.066e+01    5.948e+01    7.472e+01    9.115e+01
   1.748e+20    7.913e+03    8.691e-05    9.999e-01    8.554e-05    6.854e-07    5.734e-10    3.308e-17    2.929e-21    1.131e-26    0.000e+00    1.573e+01    2.757e+01    4.065e+01    5.947e+01    7.471e+01    9.113e+01
   1.748e+20    8.070e+03    1.108e-04    9.999e-01    1.088e-04    9.921e-07    9.783e-10    7.835e-17    8.691e-21    4.349e-26    0.000e+00    1.573e+01    2.757e+01    4.064e+01    5.946e+01    7.469e+01    9.112e+01
   1.748e+20    8.230e+03    1.407e-04    9.999e-01    1.378e-04    1.427e-06    1.653e-09    1.826e-16    2.528e-20    1.631e-25    0.000e+00    1.572e+01    2.756e+01    4.063e+01    5.945e+01    7.468e+01    9.110e+01
   1.748e+20    8.393e+03    1.779e-04    9.998e-01    1.738e-04    2.038e-06    2.767e-09    4.192e-16    7.209e-20    5.972e-25    0.000e+00    1.572e+01    2.755e+01    4.062e+01    5.943e+01    7.466e+01    9.108e+01
   1.748e+20    8.560e+03    2.240e-04    9.998e-01    2.182e-04    2.893e-06    4.589e-09    9.477e-16    2.017e-19    2.134e-24    0.000e+00    1.572e+01    2.754e+01    4.061e+01    5.942e+01    7.464e+01    9.105e+01
   1.748e+20    8.730e+03    2.811e-04    9.997e-01    2.729e-04    4.082e-06    7.542e-09    2.110e-15    5.535e-19    7.447e-24    0.000e+00    1.571e+01    2.754e+01    4.060e+01    5.940e+01    7.462e+01    9.103e+01
   1.748e+20    8.903e+03    3.514e-04    9.997e-01    3.399e-04    5.722e-06    1.228e-08    4.631e-15    1.491e-18    2.539e-23    0.000e+00    1.571e+01    2.753e+01    4.058e+01    5.938e+01    7.460e+01    9.100e+01
   1.748e+20    9.080e+03    4.376e-04    9.996e-01    4.216e-04    7.973e-06    1.983e-08    1.001e-14    3.942e-18    8.459e-23    0.000e+00    1.570e+01    2.751e+01    4.057e+01    5.936e+01    7.457e+01    9.098e+01
   1.748e+20    9.260e+03    5.431e-04    9.995e-01    5.210e-04    1.104e-05    3.173e-08    2.134e-14    1.024e-17    2.755e-22    0.000e+00    1.569e+01    2.750e+01    4.055e+01    5.934e+01    7.455e+01    9.095e+01
   1.748e+20    9.444e+03    6.718e-04    9.993e-01    6.412e-04    1.520e-05    5.033e-08    4.486e-14    2.610e-17    8.776e-22    0.000e+00    1.569e+01    2.749e+01    4.053e+01    5.932e+01    7.452e+01    9.092e+01
   1.748e+20    9.632e+03    8.281e-04    9.992e-01    7.862e-04    2.081e-05    7.917e-08    9.298e-14    6.541e-17    2.734e-21    0.000e+00    1.568e+01    2.748e+01    4.051e+01    5.929e+01    7.449e+01    9.088e+01
   1.748e+20    9.823e+03    1.017e-03    9.990e-01    9.605e-04    2.833e-05    1.235e-07    1.901e-13    1.611e-16    8.337e-21    0.000e+00    1.567e+01    2.746e+01    4.049e+01    5.927e+01    7.446e+01    9.085e+01
   1.748e+20    1.002e+04    1.246e-03    9.988e-01    1.169e-03    3.833e-05    1.910e-07    3.833e-13    3.898e-16    2.488e-20    0.000e+00    1.566e+01    2.745e+01    4.047e+01    5.924e+01    7.443e+01    9.081e+01
   1.748e+20    1.022e+04    1.522e-03    9.985e-01    1.418e-03    5.159e-05    2.931e-07    7.628e-13    9.276e-16    7.270e-20    0.000e+00    1.566e+01    2.743e+01    4.045e+01    5.921e+01    7.439e+01    9.077e+01
   1.748e+20    1.042e+04    1.852e-03    9.982e-01    1.713e-03    6.904e-05    4.461e-07    1.498e-12    2.171e-15    2.080e-19    0.000e+00    1.565e+01    2.741e+01    4.042e+01    5.918e+01    7.436e+01    9.073e+01
   1.748e+20    1.063e+04    2.248e-03    9.978e-01    2.062e-03    9.189e-05    6.735e-07    2.904e-12    4.996e-15    5.833e-19    0.000e+00    1.564e+01    2.740e+01    4.040e+01    5.915e+01    7.432e+01    9.068e+01
   1.748e+20    1.084e+04    2.721e-03    9.974e-01    2.475e-03    1.216e-04    1.009e-06    5.558e-12    1.131e-14    1.602e-18    0.000e+00    1.563e+01    2.738e+01    4.037e+01    5.911e+01    7.428e+01    9.063e+01
   1.748e+20    1.105e+04    3.284e-03    9.969e-01    2.959e-03    1.602e-04    1.500e-06    1.050e-11    2.521e-14    4.315e-18    0.000e+00    1.561e+01    2.735e+01    4.034e+01    5.908e+01    7.423e+01    9.058e+01
   1.748e+20    1.127e+04    3.953e-03    9.963e-01    3.527e-03    2.098e-04    2.212e-06    1.960e-11    5.531e-14    1.139e-17    0.000e+00    1.560e+01    2.733e+01    4.031e+01    5.904e+01    7.418e+01    9.053e+01
   1.748e+20    1.150e+04    4.746e-03    9.955e-01    4.189e-03    2.734e-04    3.238e-06    3.613e-11    1.194e-13    2.951e-17    0.000e+00    1.559e+01    2.731e+01    4.028e+01    5.899e+01    7.413e+01    9.047e+01
   1.748e+20    1.172e+04    5.683e-03    9.947e-01    4.960e-03    3.545e-04    4.704e-06    6.581e-11    2.540e-13    7.497e-17    0.000e+00    1.557e+01    2.728e+01    4.024e+01    5.895e+01    7.408e+01    9.041e+01
   1.748e+20    1.196e+04    6.787e-03    9.937e-01    5.853e-03    4.573e-04    6.784e-06    1.184e-10    5.319e-13    1.869e-16    0.000e+00    1.556e+01    2.726e+01    4.020e+01    5.890e+01    7.403e+01    9.035e+01
   1.748e+20    1.219e+04    8.087e-03    9.925e-01    6.884e-03    5.869e-04    9.713e-06    2.106e-10    1.098e-12    4.574e-16    0.000e+00    1.554e+01    2.723e+01    4.016e+01    5.885e+01    7.397e+01    9.028e+01
   1.748e+20    1.244e+04    9.612e-03    9.912e-01    8.072e-03    7.496e-04    1.381e-05    3.702e-10    2.231e-12    1.099e-15    0.000e+00    1.553e+01    2.720e+01    4.012e+01    5.880e+01    7.391e+01    9.021e+01
   1.748e+20    1.268e+04    1.140e-02    9.896e-01    9.434e-03    9.527e-04    1.948e-05    6.434e-10    4.472e-12    2.595e-15    0.000e+00    1.551e+01    2.716e+01    4.008e+01    5.875e+01    7.384e+01    9.014e+01
   1.748e+20    1.293e+04    1.348e-02    9.878e-01    1.099e-02    1.205e-03    2.731e-05    1.106e-09    8.835e-12    6.017e-15    0.000e+00    1.549e+01    2.713e+01    4.003e+01    5.869e+01    7.378e+01    9.006e+01
   1.748e+20    1.319e+04    1.592e-02    9.857e-01    1.277e-02    1.517e-03    3.801e-05    1.879e-09    1.721e-11    1.371e-14    0.000e+00    1.547e+01    2.710e+01    3.998e+01    5.863e+01    7.370e+01    8.998e+01
   1.748e+20    1.345e+04    1.875e-02    9.833e-01    1.479e-02    1.901e-03    5.254e-05    3.160e-09    3.308e-11    3.073e-14    0.000e+00    1.545e+01    2.706e+01    3.993e+01    5.857e+01    7.363e+01    8.989e+01
   1.748e+20    1.372e+04    2.203e-02    9.805e-01    1.707e-02    2.370e-03    7.215e-05    5.255e-09    6.272e-11    6.772e-14    0.000e+00    1.542e+01    2.702e+01    3.988e+01    5.850e+01    7.355e+01    8.981e+01
   1.748e+20    1.399e+04    2.583e-02    9.773e-01    1.965e-02    2.943e-03    9.842e-05    8.651e-09    1.174e-10    1.468e-13    0.000e+00    1.540e+01    2.698e+01    3.982e+01    5.843e+01    7.347e+01    8.971e+01
   1.748e+20    1.427e+04    3.022e-02    9.737e-01    2.255e-02    3.637e-03    1.334e-04    1.409e-08    2.168e-10    3.133e-13    0.000e+00    1.538e+01    2.693e+01    3.977e+01    5.836e+01    7.339e+01    8.962e+01
   1.748e+20    1.455e+04    3.529e-02    9.695e-01    2.580e-02    4.474e-03    1.797e-04    2.273e-08    3.953e-10    6.581e-13    0.000e+00    1.535e+01    2.689e+01    3.970e+01    5.828e+01    7.330e+01    8.952e+01
   1.748e+20    1.484e+04    4.111e-02    9.649e-01    2.943e-02    5.480e-03    2.404e-04    3.630e-08    7.122e-10    1.361e-12    0.000e+00    1.532e+01    2.684e+01    3.964e+01    5.821e+01    7.321e+01    8.941e+01
   1.748e+20    1.514e+04    4.779e-02    9.595e-01    3.346e-02    6.683e-03    3.198e-04    5.742e-08    1.268e-09    2.775e-12    0.000e+00    1.529e+01    2.679e+01    3.957e+01    5.812e+01    7.311e+01    8.930e+01
   1.748e+20    1.544e+04    5.544e-02    9.535e-01    3.794e-02    8.115e-03    4.229e-04    8.997e-08    2.229e-09    5.575e-12    0.000e+00    1.526e+01    2.674e+01    3.951e+01    5.804e+01    7.301e+01    8.919e+01
   1.748e+20    1.574e+04    6.418e-02    9.467e-01    4.289e-02    9.811e-03    5.558e-04    1.397e-07    3.877e-09    1.104e-11    0.000e+00    1.523e+01    2.669e+01    3.943e+01    5.795e+01    7.291e+01    8.907e+01
   1.748e+20    1.606e+04    7.413e-02    9.391e-01    4.833e-02    1.181e-02    7.263e-04    2.149e-07    6.666e-09    2.158e-11    0.000e+00    1.520e+01    2.663e+01    3.936e+01    5.786e+01    7.280e+01    8.895e+01
   1.748e+20    1.638e+04    8.544e-02    9.306e-01    5.429e-02    1.416e-02    9.437e-04    3.278e-07    1.134e-08    4.160e-11    0.000e+00    1.517e+01    2.658e+01    3.928e+01    5.776e+01    7.269e+01    8.882e+01
   1.748e+20    1.670e+04    9.826e-02    9.211e-01    6.080e-02    1.690e-02    1.219e-03    4.956e-07    1.908e-08    7.918e-11    0.000e+00    1.513e+01    2.652e+01    3.920e+01    5.767e+01    7.257e+01    8.869e+01
   1.748e+20    1.703e+04    1.128e-01    9.105e-01    6.787e-02    2.009e-02    1.567e-03    7.431e-07    3.179e-08    1.488e-10    0.000e+00    1.509e+01    2.645e+01    3.912e+01    5.756e+01    7.246e+01    8.856e+01
   1.748e+20    1.737e+04    1.291e-01    8.987e-01    7.551e-02    2.379e-02    2.002e-03    1.105e-06    5.243e-08    2.765e-10    0.000e+00    1.505e+01    2.639e+01    3.903e+01    5.746e+01    7.233e+01    8.842e+01
   1.748e+20    1.772e+04    1.475e-01    8.857e-01    8.374e-02    2.805e-02    2.545e-03    1.631e-06    8.565e-08    5.075e-10    0.000e+00    1.502e+01    2.632e+01    3.894e+01    5.735e+01    7.221e+01    8.828e+01
   1.748e+20    1.807e+04    1.681e-01    8.713e-01    9.255e-02    3.293e-02    3.219e-03    2.388e-06    1.386e-07    9.214e-10    0.000e+00    1.497e+01    2.626e+01    3.885e+01    5.724e+01    7.208e+01    8.813e+01
   1.748e+20    1.843e+04    1.911e-01    8.555e-01    1.019e-01    3.850e-02    4.050e-03    3.470e-06    2.224e-07    1.655e-09    0.000e+00    1.493e+01    2.619e+01    3.876e+01    5.713e+01    7.194e+01    8.798e+01
   1.748e+20    1.879e+04    2.167e-01    8.383e-01    1.118e-01    4.482e-02    5.070e-03    5.006e-06    3.536e-07    2.942e-09    0.000e+00    1.489e+01    2.611e+01    3.867e+01    5.701e+01    7.181e+01    8.782e+01
   1.748e+20    1.917e+04    2.452e-01    8.194e-01    1.223e-01    5.197e-02    6.315e-03    7.172e-06    5.575e-07    5.177e-09    0.000e+00    1.485e+01    2.604e+01    3.857e+01    5.689e+01    7.167e+01    8.766e+01
   1.748e+20    1.955e+04    2.767e-01    7.990e-01    1.332e-01    5.999e-02    7.828e-03    1.020e-05    8.721e-07    9.027e-09    0.000e+00    1.480e+01    2.597e+01    3.847e+01    5.677e+01    7.153e+01    8.750e+01
   1.748e+20    1.993e+04    3.114e-01    7.769e-01    1.445e-01    6.896e-02    9.655e-03    1.442e-05    1.354e-06    1.560e-08    0.000e+00    1.475e+01    2.589e+01    3.837e+01    5.664e+01    7.138e+01    8.734e+01
   1.748e+20    2.033e+04    3.495e-01    7.532e-01    1.560e-01    7.892e-02    1.185e-02    2.024e-05    2.086e-06    2.672e-08    0.000e+00    1.471e+01    2.581e+01    3.826e+01    5.652e+01    7.123e+01    8.717e+01
   1.748e+20    2.073e+04    3.912e-01    7.277e-01    1.678e-01    8.991e-02    1.448e-02    2.823e-05    3.190e-06    4.540e-08    0.000e+00    1.466e+01    2.573e+01    3.816e+01    5.639e+01    7.108e+01    8.700e+01
   1.748e+20    2.114e+04    4.366e-01    7.007e-01    1.797e-01    1.020e-01    1.760e-02    3.913e-05    4.847e-06    7.654e-08    0.000e+00    1.461e+01    2.565e+01    3.805e+01    5.626e+01    7.093e+01    8.683e+01
   1.748e+20    2.156e+04    4.859e-01    6.720e-01    1.915e-01    1.151e-01    2.130e-02    5.392e-05    7.315e-06    1.281e-07    0.000e+00    1.456e+01    2.557e+01    3.794e+01    5.613e+01    7.078e+01    8.666e+01
   1.748e+20    2.199e+04    5.390e-01    6.419e-01    2.030e-01    1.293e-01    2.565e-02    7.386e-05    1.097e-05    2.129e-07    0.000e+00    1.451e+01    2.549e+01    3.783e+01    5.599e+01    7.062e+01    8.648e+01
   1.748e+20    2.243e+04    5.962e-01    6.103e-01    2.142e-01    1.446e-01    3.074e-02    1.006e-04    1.635e-05    3.516e-07    0.000e+00    1.446e+01    2.541e+01    3.772e+01    5.586e+01    7.047e+01    8.631e+01
   1.748e+20    2.287e+04    6.572e-01    5.776e-01    2.247e-01    1.609e-01    3.667e-02    1.362e-04    2.424e-05    5.770e-07    0.000e+00    1.441e+01    2.532e+01    3.761e+01    5.573e+01    7.031e+01    8.613e+01
   1.748e+20    2.333e+04    7.221e-01    5.437e-01    2.345e-01    1.781e-01    4.353e-02    1.834e-04    3.571e-05    9.413e-07    0.000e+00    1.436e+01    2.524e+01    3.750e+01    5.559e+01    7.016e+01    8.595e+01
   1.748e+20    2.379e+04    7.907e-01    5.091e-01    2.432e-01    1.960e-01    5.141e-02    2.456e-04    5.235e-05    1.527e-06    0.000e+00    1.431e+01    2.516e+01    3.740e+01    5.546e+01    7.000e+01    8.578e+01
   1.748e+20    2.426e+04    8.628e-01    4.739e-01    2.506e-01    2.146e-01    6.043e-02    3.270e-04    7.632e-05    2.465e-06    0.000e+00    1.426e+01    2.508e+01    3.729e+01    5.533e+01    6.985e+01    8.561e+01
   1.748e+20    2.475e+04    9.383e-01    4.385e-01    2.567e-01    2.336e-01    7.067e-02    4.331e-04    1.107e-04    3.958e-06    0.000e+00    1.421e+01    2.500e+01    3.718e+01    5.520e+01    6.970e+01    8.544e+01
   1.748e+20    2.524e+04    1.017e+00    4.031e-01    2.612e-01    2.528e-01    8.221e-02    5.706e-04    1.598e-04    6.326e-06    0.000e+00    1.416e+01    2.492e+01    3.708e+01    5.507e+01    6.955e+01    8.527e+01
