# Saha solution with Stewart-Pyat α=1 IPD
   n[1/cc]      T[K]         Zbar         x_0[eV]      x_1[eV]      x_2[eV]      χ_0[eV]      χ_1[eV]      χ_2[eV]      
   1.449e+21    2.412e+04    1.532e-02    9.847e-01    1.531e-02    4.579e-06    0.000e+00    2.402e+01    5.338e+01
   1.449e+21    2.460e+04    1.751e-02    9.825e-01    1.749e-02    6.279e-06    0.000e+00    2.399e+01    5.332e+01
   1.449e+21    2.508e+04    1.996e-02    9.801e-01    1.994e-02    8.564e-06    0.000e+00    2.396e+01    5.327e+01
   1.449e+21    2.558e+04    2.270e-02    9.773e-01    2.268e-02    1.162e-05    0.000e+00    2.393e+01    5.321e+01
   1.449e+21    2.609e+04    2.576e-02    9.743e-01    2.573e-02    1.567e-05    0.000e+00    2.390e+01    5.315e+01
   1.449e+21    2.661e+04    2.917e-02    9.709e-01    2.912e-02    2.104e-05    0.000e+00    2.386e+01    5.309e+01
   1.449e+21    2.714e+04    3.294e-02    9.671e-01    3.289e-02    2.809e-05    0.000e+00    2.383e+01    5.302e+01
   1.449e+21    2.767e+04    3.713e-02    9.629e-01    3.705e-02    3.732e-05    0.000e+00    2.379e+01    5.296e+01
   1.449e+21    2.822e+04    4.175e-02    9.583e-01    4.165e-02    4.934e-05    0.000e+00    2.375e+01    5.289e+01
   1.449e+21    2.878e+04    4.684e-02    9.532e-01    4.671e-02    6.490e-05    0.000e+00    2.371e+01    5.282e+01
   1.449e+21    2.936e+04    5.243e-02    9.477e-01    5.226e-02    8.496e-05    0.000e+00    2.367e+01    5.276e+01
   1.449e+21    2.994e+04    5.857e-02    9.415e-01    5.834e-02    1.107e-04    0.000e+00    2.363e+01    5.269e+01
   1.449e+21    3.053e+04    6.527e-02    9.349e-01    6.498e-02    1.435e-04    0.000e+00    2.359e+01    5.261e+01
   1.449e+21    3.114e+04    7.258e-02    9.276e-01    7.221e-02    1.853e-04    0.000e+00    2.355e+01    5.254e+01
   1.449e+21    3.176e+04    8.053e-02    9.197e-01    8.006e-02    2.381e-04    0.000e+00    2.351e+01    5.247e+01
   1.449e+21    3.239e+04    8.916e-02    9.111e-01    8.855e-02    3.045e-04    0.000e+00    2.347e+01    5.239e+01
   1.449e+21    3.303e+04    9.850e-02    9.019e-01    9.772e-02    3.878e-04    0.000e+00    2.342e+01    5.232e+01
   1.449e+21    3.369e+04    1.086e-01    8.919e-01    1.076e-01    4.916e-04    0.000e+00    2.338e+01    5.224e+01
   1.449e+21    3.435e+04    1.194e-01    8.812e-01    1.182e-01    6.206e-04    0.000e+00    2.334e+01    5.216e+01
   1.449e+21    3.504e+04    1.311e-01    8.697e-01    1.295e-01    7.800e-04    0.000e+00    2.329e+01    5.208e+01
   1.449e+21    3.573e+04    1.435e-01    8.574e-01    1.416e-01    9.763e-04    0.000e+00    2.325e+01    5.200e+01
   1.449e+21    3.644e+04    1.568e-01    8.444e-01    1.544e-01    1.217e-03    0.000e+00    2.320e+01    5.193e+01
   1.449e+21    3.717e+04    1.710e-01    8.305e-01    1.680e-01    1.510e-03    0.000e+00    2.316e+01    5.185e+01
   1.449e+21    3.790e+04    1.861e-01    8.158e-01    1.824e-01    1.867e-03    0.000e+00    2.311e+01    5.177e+01
   1.449e+21    3.866e+04    2.020e-01    8.003e-01    1.974e-01    2.298e-03    0.000e+00    2.307e+01    5.169e+01
   1.449e+21    3.942e+04    2.189e-01    7.839e-01    2.133e-01    2.818e-03    0.000e+00    2.302e+01    5.160e+01
   1.449e+21    4.021e+04    2.367e-01    7.668e-01    2.298e-01    3.441e-03    0.000e+00    2.297e+01    5.152e+01
   1.449e+21    4.100e+04    2.553e-01    7.489e-01    2.469e-01    4.186e-03    0.000e+00    2.293e+01    5.144e+01
   1.449e+21    4.182e+04    2.749e-01    7.302e-01    2.647e-01    5.071e-03    0.000e+00    2.288e+01    5.136e+01
   1.449e+21    4.265e+04    2.953e-01    7.108e-01    2.830e-01    6.119e-03    0.000e+00    2.284e+01    5.128e+01
   1.449e+21    4.350e+04    3.166e-01    6.908e-01    3.019e-01    7.355e-03    0.000e+00    2.279e+01    5.120e+01
   1.449e+21    4.436e+04    3.387e-01    6.701e-01    3.211e-01    8.807e-03    0.000e+00    2.275e+01    5.112e+01
   1.449e+21    4.524e+04    3.616e-01    6.489e-01    3.406e-01    1.050e-02    0.000e+00    2.270e+01    5.105e+01
   1.449e+21    4.614e+04    3.854e-01    6.271e-01    3.604e-01    1.248e-02    0.000e+00    2.266e+01    5.097e+01
   1.449e+21    4.705e+04    4.099e-01    6.049e-01    3.803e-01    1.477e-02    0.000e+00    2.261e+01    5.089e+01
   1.449e+21    4.799e+04    4.351e-01    5.824e-01    4.002e-01    1.741e-02    0.000e+00    2.257e+01    5.081e+01
   1.449e+21    4.894e+04    4.609e-01    5.595e-01    4.200e-01    2.044e-02    0.000e+00    2.252e+01    5.074e+01
   1.449e+21    4.991e+04    4.874e-01    5.365e-01    4.396e-01    2.391e-02    0.000e+00    2.248e+01    5.066e+01
   1.449e+21    5.090e+04    5.146e-01    5.133e-01    4.588e-01    2.787e-02    0.000e+00    2.244e+01    5.059e+01
   1.449e+21    5.191e+04    5.422e-01    4.901e-01    4.775e-01    3.234e-02    0.000e+00    2.239e+01    5.051e+01
   1.449e+21    5.294e+04    5.704e-01    4.670e-01    4.956e-01    3.739e-02    0.000e+00    2.235e+01    5.044e+01
   1.449e+21    5.399e+04    5.991e-01    4.440e-01    5.129e-01    4.306e-02    0.000e+00    2.231e+01    5.037e+01
   1.449e+21    5.507e+04    6.282e-01    4.212e-01    5.294e-01    4.940e-02    0.000e+00    2.227e+01    5.030e+01
   1.449e+21    5.616e+04    6.577e-01    3.988e-01    5.448e-01    5.645e-02    0.000e+00    2.223e+01    5.023e+01
   1.449e+21    5.728e+04    6.875e-01    3.767e-01    5.590e-01    6.425e-02    0.000e+00    2.219e+01    5.016e+01
   1.449e+21    5.841e+04    7.177e-01    3.552e-01    5.720e-01    7.284e-02    0.000e+00    2.215e+01    5.009e+01
   1.449e+21    5.957e+04    7.482e-01    3.341e-01    5.836e-01    8.226e-02    0.000e+00    2.211e+01    5.002e+01
   1.449e+21    6.075e+04    7.789e-01    3.136e-01    5.938e-01    9.254e-02    0.000e+00    2.207e+01    4.995e+01
   1.449e+21    6.196e+04    8.099e-01    2.938e-01    6.025e-01    1.037e-01    0.000e+00    2.203e+01    4.989e+01
   1.449e+21    6.319e+04    8.411e-01    2.747e-01    6.096e-01    1.157e-01    0.000e+00    2.199e+01    4.982e+01
   1.449e+21    6.445e+04    8.724e-01    2.563e-01    6.150e-01    1.287e-01    0.000e+00    2.195e+01    4.976e+01
   1.449e+21    6.572e+04    9.039e-01    2.386e-01    6.188e-01    1.425e-01    0.000e+00    2.192e+01    4.970e+01
   1.449e+21    6.703e+04    9.355e-01    2.218e-01    6.210e-01    1.573e-01    0.000e+00    2.188e+01    4.963e+01
   1.449e+21    6.836e+04    9.672e-01    2.057e-01    6.214e-01    1.729e-01    0.000e+00    2.185e+01    4.957e+01
   1.449e+21    6.972e+04    9.989e-01    1.904e-01    6.202e-01    1.894e-01    0.000e+00    2.181e+01    4.951e+01
   1.449e+21    7.110e+04    1.031e+00    1.760e-01    6.174e-01    2.066e-01    0.000e+00    2.178e+01    4.946e+01
   1.449e+21    7.251e+04    1.062e+00    1.623e-01    6.130e-01    2.247e-01    0.000e+00    2.174e+01    4.940e+01
   1.449e+21    7.395e+04    1.094e+00    1.494e-01    6.071e-01    2.434e-01    0.000e+00    2.171e+01    4.935e+01
   1.780e+21    1.479e+03    7.157e-43    1.000e+00    7.157e-43    9.798e-69    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    1.508e+03    4.749e-42    1.000e+00    4.749e-42    2.212e-68    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    1.538e+03    3.038e-41    1.000e+00    3.038e-41    4.918e-68    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    1.569e+03    1.875e-40    1.000e+00    1.875e-40    1.077e-67    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    1.600e+03    1.117e-39    1.000e+00    1.117e-39    2.324e-67    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    1.632e+03    6.432e-39    1.000e+00    6.432e-39    4.942e-67    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    1.664e+03    3.580e-38    1.000e+00    3.580e-38    1.036e-66    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    1.697e+03    1.927e-37    1.000e+00    1.927e-37    2.143e-66    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    1.731e+03    1.005e-36    1.000e+00    1.005e-36    4.371e-66    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    1.765e+03    5.072e-36    1.000e+00    5.072e-36    8.799e-66    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    1.800e+03    2.482e-35    1.000e+00    2.482e-35    1.748e-65    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    1.836e+03    1.178e-34    1.000e+00    1.178e-34    3.428e-65    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    1.873e+03    5.425e-34    1.000e+00    5.425e-34    6.639e-65    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    1.910e+03    2.426e-33    1.000e+00    2.426e-33    1.270e-64    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    1.948e+03    1.054e-32    1.000e+00    1.054e-32    2.401e-64    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    1.986e+03    4.452e-32    1.000e+00    4.452e-32    4.484e-64    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    2.026e+03    1.829e-31    1.000e+00    1.829e-31    8.278e-64    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    2.066e+03    7.310e-31    1.000e+00    7.310e-31    1.511e-63    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    2.107e+03    2.845e-30    1.000e+00    2.845e-30    2.728e-63    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    2.149e+03    1.079e-29    1.000e+00    1.079e-29    4.871e-63    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    2.191e+03    3.987e-29    1.000e+00    3.987e-29    8.604e-63    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    2.235e+03    1.437e-28    1.000e+00    1.437e-28    1.504e-62    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    2.279e+03    5.052e-28    1.000e+00    5.052e-28    2.603e-62    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    2.325e+03    1.734e-27    1.000e+00    1.734e-27    4.458e-62    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    2.371e+03    5.811e-27    1.000e+00    5.811e-27    7.568e-62    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    2.418e+03    1.903e-26    1.000e+00    1.903e-26    1.281e-61    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    2.466e+03    6.090e-26    1.000e+00    6.090e-26    2.292e-61    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    2.515e+03    1.906e-25    1.000e+00    1.906e-25    6.309e-61    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    2.565e+03    5.836e-25    1.000e+00    5.836e-25    4.810e-60    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    2.616e+03    1.749e-24    1.000e+00    1.749e-24    6.136e-59    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    2.668e+03    5.133e-24    1.000e+00    5.133e-24    8.200e-58    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    2.720e+03    1.475e-23    1.000e+00    1.475e-23    1.054e-56    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    2.775e+03    4.155e-23    1.000e+00    4.155e-23    1.293e-55    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    2.830e+03    1.147e-22    1.000e+00    1.147e-22    1.510e-54    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    2.886e+03    3.107e-22    1.000e+00    3.107e-22    1.683e-53    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    2.943e+03    8.255e-22    1.000e+00    8.255e-22    1.791e-52    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    3.001e+03    2.152e-21    1.000e+00    2.152e-21    1.821e-51    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    3.061e+03    5.510e-21    1.000e+00    5.510e-21    1.771e-50    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    3.122e+03    1.385e-20    1.000e+00    1.385e-20    1.648e-49    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    3.184e+03    3.422e-20    1.000e+00    3.422e-20    1.470e-48    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    3.247e+03    8.309e-20    1.000e+00    8.309e-20    1.257e-47    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    3.311e+03    1.983e-19    1.000e+00    1.983e-19    1.031e-46    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    3.377e+03    4.656e-19    1.000e+00    4.656e-19    8.127e-46    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    3.444e+03    1.075e-18    1.000e+00    1.075e-18    6.156e-45    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    3.513e+03    2.444e-18    1.000e+00    2.444e-18    4.485e-44    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    3.582e+03    5.469e-18    1.000e+00    5.469e-18    3.146e-43    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    3.654e+03    1.205e-17    1.000e+00    1.205e-17    2.126e-42    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    3.726e+03    2.615e-17    1.000e+00    2.615e-17    1.385e-41    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    3.800e+03    5.592e-17    1.000e+00    5.592e-17    8.701e-41    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    3.875e+03    1.179e-16    1.000e+00    1.179e-16    5.279e-40    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    3.952e+03    2.449e-16    1.000e+00    2.449e-16    3.094e-39    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    4.031e+03    5.018e-16    1.000e+00    5.018e-16    1.753e-38    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    4.111e+03    1.014e-15    1.000e+00    1.014e-15    9.607e-38    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    4.193e+03    2.023e-15    1.000e+00    2.023e-15    5.097e-37    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    4.276e+03    3.981e-15    1.000e+00    3.981e-15    2.619e-36    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    4.361e+03    7.736e-15    1.000e+00    7.736e-15    1.304e-35    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    4.447e+03    1.484e-14    1.000e+00    1.484e-14    6.300e-35    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    4.535e+03    2.813e-14    1.000e+00    2.813e-14    2.953e-34    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    4.626e+03    5.266e-14    1.000e+00    5.266e-14    1.344e-33    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    4.717e+03    9.741e-14    1.000e+00    9.741e-14    5.940e-33    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    4.811e+03    1.781e-13    1.000e+00    1.781e-13    2.553e-32    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    4.907e+03    3.219e-13    1.000e+00    3.219e-13    1.067e-31    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    5.004e+03    5.754e-13    1.000e+00    5.754e-13    4.339e-31    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    5.103e+03    1.017e-12    1.000e+00    1.017e-12    1.718e-30    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    5.205e+03    1.779e-12    1.000e+00    1.779e-12    6.627e-30    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    5.308e+03    3.078e-12    1.000e+00    3.078e-12    2.491e-29    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    5.413e+03    5.272e-12    1.000e+00    5.272e-12    9.132e-29    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    5.521e+03    8.936e-12    1.000e+00    8.936e-12    3.266e-28    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    5.630e+03    1.500e-11    1.000e+00    1.500e-11    1.140e-27    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    5.742e+03    2.493e-11    1.000e+00    2.493e-11    3.886e-27    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    5.856e+03    4.103e-11    1.000e+00    4.103e-11    1.294e-26    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    5.972e+03    6.690e-11    1.000e+00    6.690e-11    4.213e-26    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    6.091e+03    1.081e-10    1.000e+00    1.081e-10    1.341e-25    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    6.212e+03    1.731e-10    1.000e+00    1.731e-10    4.176e-25    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    6.335e+03    2.747e-10    1.000e+00    2.747e-10    1.273e-24    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    6.461e+03    4.321e-10    1.000e+00    4.321e-10    3.797e-24    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    6.589e+03    6.741e-10    1.000e+00    6.741e-10    1.110e-23    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    6.720e+03    1.043e-09    1.000e+00    1.043e-09    3.179e-23    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    6.853e+03    1.600e-09    1.000e+00    1.600e-09    8.925e-23    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    6.990e+03    2.435e-09    1.000e+00    2.435e-09    2.457e-22    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    7.128e+03    3.677e-09    1.000e+00    3.677e-09    6.639e-22    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    7.270e+03    5.510e-09    1.000e+00    5.510e-09    1.760e-21    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    7.414e+03    8.194e-09    1.000e+00    8.194e-09    4.581e-21    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    7.561e+03    1.210e-08    1.000e+00    1.210e-08    1.171e-20    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    7.711e+03    1.773e-08    1.000e+00    1.773e-08    2.942e-20    0.000e+00    2.459e+01    5.442e+01
   1.780e+21    7.865e+03    2.579e-08    1.000e+00    2.579e-08    7.262e-20    0.000e+00    2.459e+01    5.441e+01
   1.780e+21    8.021e+03    3.727e-08    1.000e+00    3.727e-08    1.763e-19    0.000e+00    2.459e+01    5.441e+01
   1.780e+21    8.180e+03    5.348e-08    1.000e+00    5.348e-08    4.208e-19    0.000e+00    2.459e+01    5.441e+01
   1.780e+21    8.342e+03    7.623e-08    1.000e+00    7.623e-08    9.882e-19    0.000e+00    2.458e+01    5.441e+01
   1.780e+21    8.508e+03    1.080e-07    1.000e+00    1.080e-07    2.284e-18    0.000e+00    2.458e+01    5.441e+01
   1.780e+21    8.677e+03    1.519e-07    1.000e+00    1.519e-07    5.197e-18    0.000e+00    2.458e+01    5.441e+01
   1.780e+21    8.849e+03    2.124e-07    1.000e+00    2.124e-07    1.165e-17    0.000e+00    2.458e+01    5.441e+01
   1.780e+21    9.025e+03    2.951e-07    1.000e+00    2.951e-07    2.571e-17    0.000e+00    2.458e+01    5.441e+01
   1.780e+21    9.204e+03    4.076e-07    1.000e+00    4.076e-07    5.591e-17    0.000e+00    2.458e+01    5.441e+01
   1.780e+21    9.387e+03    5.596e-07    1.000e+00    5.596e-07    1.199e-16    0.000e+00    2.458e+01    5.440e+01
   1.780e+21    9.573e+03    7.639e-07    1.000e+00    7.639e-07    2.534e-16    0.000e+00    2.458e+01    5.440e+01
   1.780e+21    9.763e+03    1.037e-06    1.000e+00    1.037e-06    5.282e-16    0.000e+00    2.458e+01    5.440e+01
   1.780e+21    9.957e+03    1.399e-06    1.000e+00    1.399e-06    1.086e-15    0.000e+00    2.458e+01    5.440e+01
   1.780e+21    1.015e+04    1.878e-06    1.000e+00    1.878e-06    2.205e-15    0.000e+00    2.458e+01    5.439e+01
   1.780e+21    1.036e+04    2.508e-06    1.000e+00    2.508e-06    4.416e-15    0.000e+00    2.457e+01    5.439e+01
   1.780e+21    1.056e+04    3.331e-06    1.000e+00    3.331e-06    8.733e-15    0.000e+00    2.457e+01    5.439e+01
   1.780e+21    1.077e+04    4.402e-06    1.000e+00    4.402e-06    1.706e-14    0.000e+00    2.457e+01    5.438e+01
   1.780e+21    1.099e+04    5.787e-06    1.000e+00    5.787e-06    3.291e-14    0.000e+00    2.457e+01    5.438e+01
   1.780e+21    1.120e+04    7.571e-06    1.000e+00    7.571e-06    6.273e-14    0.000e+00    2.456e+01    5.437e+01
   1.780e+21    1.143e+04    9.857e-06    1.000e+00    9.857e-06    1.182e-13    0.000e+00    2.456e+01    5.437e+01
   1.780e+21    1.165e+04    1.277e-05    1.000e+00    1.277e-05    2.201e-13    0.000e+00    2.456e+01    5.436e+01
   1.780e+21    1.188e+04    1.647e-05    1.000e+00    1.647e-05    4.053e-13    0.000e+00    2.456e+01    5.435e+01
   1.780e+21    1.212e+04    2.115e-05    1.000e+00    2.115e-05    7.380e-13    0.000e+00    2.455e+01    5.435e+01
   1.780e+21    1.236e+04    2.704e-05    1.000e+00    2.704e-05    1.330e-12    0.000e+00    2.455e+01    5.434e+01
   1.780e+21    1.261e+04    3.442e-05    1.000e+00    3.442e-05    2.370e-12    0.000e+00    2.454e+01    5.433e+01
   1.780e+21    1.286e+04    4.362e-05    1.000e+00    4.362e-05    4.180e-12    0.000e+00    2.454e+01    5.432e+01
   1.780e+21    1.311e+04    5.505e-05    9.999e-01    5.505e-05    7.299e-12    0.000e+00    2.453e+01    5.431e+01
   1.780e+21    1.337e+04    6.919e-05    9.999e-01    6.919e-05    1.262e-11    0.000e+00    2.453e+01    5.430e+01
   1.780e+21    1.364e+04    8.662e-05    9.999e-01    8.662e-05    2.160e-11    0.000e+00    2.452e+01    5.428e+01
   1.780e+21    1.391e+04    1.080e-04    9.999e-01    1.080e-04    3.662e-11    0.000e+00    2.451e+01    5.427e+01
   1.780e+21    1.418e+04    1.342e-04    9.999e-01    1.342e-04    6.150e-11    0.000e+00    2.450e+01    5.426e+01
   1.780e+21    1.447e+04    1.661e-04    9.998e-01    1.661e-04    1.023e-10    0.000e+00    2.450e+01    5.424e+01
   1.780e+21    1.475e+04    2.048e-04    9.998e-01    2.048e-04    1.688e-10    0.000e+00    2.449e+01    5.422e+01
   1.780e+21    1.505e+04    2.516e-04    9.997e-01    2.516e-04    2.758e-10    0.000e+00    2.448e+01    5.421e+01
   1.780e+21    1.534e+04    3.080e-04    9.997e-01    3.080e-04    4.469e-10    0.000e+00    2.447e+01    5.419e+01
   1.780e+21    1.565e+04    3.757e-04    9.996e-01    3.757e-04    7.180e-10    0.000e+00    2.446e+01    5.417e+01
   1.780e+21    1.596e+04    4.568e-04    9.995e-01    4.568e-04    1.144e-09    0.000e+00    2.445e+01    5.415e+01
   1.780e+21    1.628e+04    5.535e-04    9.994e-01    5.535e-04    1.808e-09    0.000e+00    2.443e+01    5.412e+01
   1.780e+21    1.660e+04    6.686e-04    9.993e-01    6.686e-04    2.833e-09    0.000e+00    2.442e+01    5.410e+01
   1.780e+21    1.693e+04    8.049e-04    9.992e-01    8.049e-04    4.406e-09    0.000e+00    2.441e+01    5.407e+01
   1.780e+21    1.727e+04    9.660e-04    9.990e-01    9.660e-04    6.799e-09    0.000e+00    2.439e+01    5.404e+01
   1.780e+21    1.761e+04    1.156e-03    9.988e-01    1.156e-03    1.041e-08    0.000e+00    2.438e+01    5.402e+01
   1.780e+21    1.796e+04    1.379e-03    9.986e-01    1.379e-03    1.583e-08    0.000e+00    2.436e+01    5.399e+01
   1.780e+21    1.831e+04    1.640e-03    9.984e-01    1.640e-03    2.388e-08    0.000e+00    2.434e+01    5.395e+01
   1.780e+21    1.868e+04    1.944e-03    9.981e-01    1.944e-03    3.578e-08    0.000e+00    2.432e+01    5.392e+01
   1.780e+21    1.905e+04    2.299e-03    9.977e-01    2.299e-03    5.322e-08    0.000e+00    2.430e+01    5.388e+01
   1.780e+21    1.943e+04    2.710e-03    9.973e-01    2.710e-03    7.862e-08    0.000e+00    2.428e+01    5.385e+01
   1.780e+21    1.981e+04    3.187e-03    9.968e-01    3.186e-03    1.154e-07    0.000e+00    2.426e+01    5.381e+01
   1.780e+21    2.021e+04    3.736e-03    9.963e-01    3.736e-03    1.681e-07    0.000e+00    2.424e+01    5.377e+01
   1.780e+21    2.061e+04    4.369e-03    9.956e-01    4.369e-03    2.435e-07    0.000e+00    2.422e+01    5.373e+01
   1.780e+21    2.102e+04    5.095e-03    9.949e-01    5.095e-03    3.503e-07    0.000e+00    2.419e+01    5.368e+01
   1.780e+21    2.143e+04    5.927e-03    9.941e-01    5.926e-03    5.008e-07    0.000e+00    2.417e+01    5.364e+01
   1.780e+21    2.186e+04    6.877e-03    9.931e-01    6.875e-03    7.115e-07    0.000e+00    2.414e+01    5.359e+01
   1.780e+21    2.229e+04    7.958e-03    9.920e-01    7.956e-03    1.005e-06    0.000e+00    2.412e+01    5.354e+01
   1.780e+21    2.274e+04    9.187e-03    9.908e-01    9.184e-03    1.410e-06    0.000e+00    2.409e+01    5.349e+01
   1.780e+21    2.319e+04    1.058e-02    9.894e-01    1.057e-02    1.968e-06    0.000e+00    2.406e+01    5.344e+01
   1.780e+21    2.365e+04    1.215e-02    9.879e-01    1.215e-02    2.730e-06    0.000e+00    2.403e+01    5.338e+01
   1.780e+21    2.412e+04    1.393e-02    9.861e-01    1.392e-02    3.766e-06    0.000e+00    2.400e+01    5.333e+01
   1.780e+21    2.460e+04    1.592e-02    9.841e-01    1.591e-02    5.167e-06    0.000e+00    2.396e+01    5.327e+01
   1.780e+21    2.508e+04    1.816e-02    9.819e-01    1.814e-02    7.049e-06    0.000e+00    2.393e+01    5.321e+01
   1.780e+21    2.558e+04    2.066e-02    9.794e-01    2.064e-02    9.564e-06    0.000e+00    2.390e+01    5.315e+01
   1.780e+21    2.609e+04    2.345e-02    9.766e-01    2.343e-02    1.291e-05    0.000e+00    2.386e+01    5.309e+01
   1.780e+21    2.661e+04    2.656e-02    9.735e-01    2.653e-02    1.733e-05    0.000e+00    2.382e+01    5.302e+01
   1.780e+21    2.714e+04    3.002e-02    9.700e-01    2.997e-02    2.315e-05    0.000e+00    2.379e+01    5.296e+01
   1.780e+21    2.767e+04    3.384e-02    9.662e-01    3.378e-02    3.077e-05    0.000e+00    2.375e+01    5.289e+01
   1.780e+21    2.822e+04    3.807e-02    9.620e-01    3.799e-02    4.069e-05    0.000e+00    2.371e+01    5.282e+01
   1.780e+21    2.878e+04    4.273e-02    9.573e-01    4.262e-02    5.354e-05    0.000e+00    2.367e+01    5.275e+01
   1.780e+21    2.936e+04    4.786e-02    9.522e-01    4.772e-02    7.012e-05    0.000e+00    2.363e+01    5.267e+01
   1.780e+21    2.994e+04    5.348e-02    9.466e-01    5.330e-02    9.138e-05    0.000e+00    2.358e+01    5.260e+01
   1.780e+21    3.053e+04    5.963e-02    9.405e-01    5.939e-02    1.185e-04    0.000e+00    2.354e+01    5.252e+01
   1.780e+21    3.114e+04    6.635e-02    9.338e-01    6.604e-02    1.531e-04    0.000e+00    2.350e+01    5.245e+01
   1.780e+21    3.176e+04    7.366e-02    9.265e-01    7.326e-02    1.967e-04    0.000e+00    2.345e+01    5.237e+01
   1.780e+21    3.239e+04    8.160e-02    9.187e-01    8.109e-02    2.518e-04    0.000e+00    2.341e+01    5.229e+01
   1.780e+21    3.303e+04    9.020e-02    9.101e-01    8.955e-02    3.207e-04    0.000e+00    2.336e+01    5.221e+01
