# Saha solution with Stewart-Pyat α=1 IPD
   n[1/cc]      T[K]         Zbar         x_0[eV]      x_1[eV]      x_2[eV]      χ_0[eV]      χ_1[eV]      χ_2[eV]      
   1.848e+20    1.479e+03    2.221e-42    1.000e+00    2.221e-42    2.190e-69    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    1.508e+03    1.474e-41    1.000e+00    1.474e-41    5.085e-69    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    1.538e+03    9.428e-41    1.000e+00    9.428e-41    1.163e-68    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    1.569e+03    5.819e-40    1.000e+00    5.819e-40    2.618e-68    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    1.600e+03    3.467e-39    1.000e+00    3.467e-39    5.809e-68    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    1.632e+03    1.996e-38    1.000e+00    1.996e-38    1.270e-67    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    1.664e+03    1.111e-37    1.000e+00    1.111e-37    2.738e-67    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    1.697e+03    5.981e-37    1.000e+00    5.981e-37    5.820e-67    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    1.731e+03    3.118e-36    1.000e+00    3.118e-36    1.220e-66    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    1.765e+03    1.574e-35    1.000e+00    1.574e-35    2.524e-66    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    1.800e+03    7.702e-35    1.000e+00    7.702e-35    5.154e-66    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    1.836e+03    3.655e-34    1.000e+00    3.655e-34    1.039e-65    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    1.873e+03    1.684e-33    1.000e+00    1.684e-33    2.067e-65    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    1.910e+03    7.528e-33    1.000e+00    7.528e-33    4.062e-65    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    1.948e+03    3.271e-32    1.000e+00    3.271e-32    7.886e-65    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    1.986e+03    1.381e-31    1.000e+00    1.381e-31    1.513e-64    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    2.026e+03    5.675e-31    1.000e+00    5.675e-31    2.869e-64    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    2.066e+03    2.268e-30    1.000e+00    2.268e-30    5.377e-64    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    2.107e+03    8.829e-30    1.000e+00    8.829e-30    9.966e-64    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    2.149e+03    3.348e-29    1.000e+00    3.348e-29    1.827e-63    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    2.191e+03    1.237e-28    1.000e+00    1.237e-28    3.312e-63    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    2.235e+03    4.459e-28    1.000e+00    4.459e-28    5.943e-63    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    2.279e+03    1.568e-27    1.000e+00    1.568e-27    1.055e-62    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    2.325e+03    5.380e-27    1.000e+00    5.380e-27    1.858e-62    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    2.371e+03    1.803e-26    1.000e+00    1.803e-26    3.285e-62    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    2.418e+03    5.904e-26    1.000e+00    5.904e-26    6.588e-62    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    2.466e+03    1.890e-25    1.000e+00    1.890e-25    2.666e-61    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    2.515e+03    5.915e-25    1.000e+00    5.915e-25    2.880e-60    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    2.565e+03    1.811e-24    1.000e+00    1.811e-24    4.110e-59    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    2.616e+03    5.428e-24    1.000e+00    5.428e-24    5.825e-58    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    2.668e+03    1.593e-23    1.000e+00    1.593e-23    7.882e-57    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    2.720e+03    4.578e-23    1.000e+00    4.578e-23    1.015e-55    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    2.775e+03    1.289e-22    1.000e+00    1.289e-22    1.245e-54    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    2.830e+03    3.561e-22    1.000e+00    3.561e-22    1.454e-53    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    2.886e+03    9.642e-22    1.000e+00    9.642e-22    1.621e-52    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    2.943e+03    2.562e-21    1.000e+00    2.562e-21    1.725e-51    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    3.001e+03    6.679e-21    1.000e+00    6.679e-21    1.754e-50    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    3.061e+03    1.710e-20    1.000e+00    1.710e-20    1.705e-49    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    3.122e+03    4.299e-20    1.000e+00    4.299e-20    1.587e-48    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    3.184e+03    1.062e-19    1.000e+00    1.062e-19    1.415e-47    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    3.247e+03    2.578e-19    1.000e+00    2.578e-19    1.210e-46    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    3.311e+03    6.155e-19    1.000e+00    6.155e-19    9.931e-46    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    3.377e+03    1.445e-18    1.000e+00    1.445e-18    7.826e-45    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    3.444e+03    3.337e-18    1.000e+00    3.337e-18    5.928e-44    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    3.513e+03    7.585e-18    1.000e+00    7.585e-18    4.319e-43    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    3.582e+03    1.697e-17    1.000e+00    1.697e-17    3.030e-42    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    3.654e+03    3.739e-17    1.000e+00    3.739e-17    2.047e-41    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    3.726e+03    8.115e-17    1.000e+00    8.115e-17    1.333e-40    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    3.800e+03    1.735e-16    1.000e+00    1.735e-16    8.379e-40    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    3.875e+03    3.657e-16    1.000e+00    3.657e-16    5.083e-39    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    3.952e+03    7.600e-16    1.000e+00    7.600e-16    2.979e-38    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    4.031e+03    1.557e-15    1.000e+00    1.557e-15    1.688e-37    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    4.111e+03    3.148e-15    1.000e+00    3.148e-15    9.251e-37    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    4.193e+03    6.277e-15    1.000e+00    6.277e-15    4.908e-36    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    4.276e+03    1.235e-14    1.000e+00    1.235e-14    2.522e-35    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    4.361e+03    2.401e-14    1.000e+00    2.401e-14    1.256e-34    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    4.447e+03    4.606e-14    1.000e+00    4.606e-14    6.067e-34    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    4.535e+03    8.728e-14    1.000e+00    8.728e-14    2.843e-33    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    4.626e+03    1.634e-13    1.000e+00    1.634e-13    1.294e-32    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    4.717e+03    3.023e-13    1.000e+00    3.023e-13    5.720e-32    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    4.811e+03    5.527e-13    1.000e+00    5.527e-13    2.458e-31    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    4.907e+03    9.990e-13    1.000e+00    9.990e-13    1.027e-30    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    5.004e+03    1.786e-12    1.000e+00    1.786e-12    4.178e-30    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    5.103e+03    3.157e-12    1.000e+00    3.157e-12    1.654e-29    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    5.205e+03    5.520e-12    1.000e+00    5.520e-12    6.381e-29    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    5.308e+03    9.552e-12    1.000e+00    9.552e-12    2.399e-28    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    5.413e+03    1.636e-11    1.000e+00    1.636e-11    8.794e-28    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    5.521e+03    2.773e-11    1.000e+00    2.773e-11    3.145e-27    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    5.630e+03    4.654e-11    1.000e+00    4.654e-11    1.098e-26    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    5.742e+03    7.735e-11    1.000e+00    7.735e-11    3.742e-26    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    5.856e+03    1.273e-10    1.000e+00    1.273e-10    1.246e-25    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    5.972e+03    2.076e-10    1.000e+00    2.076e-10    4.057e-25    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    6.091e+03    3.354e-10    1.000e+00    3.354e-10    1.291e-24    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    6.212e+03    5.371e-10    1.000e+00    5.371e-10    4.020e-24    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    6.335e+03    8.523e-10    1.000e+00    8.523e-10    1.225e-23    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    6.461e+03    1.341e-09    1.000e+00    1.341e-09    3.656e-23    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    6.589e+03    2.092e-09    1.000e+00    2.092e-09    1.069e-22    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    6.720e+03    3.235e-09    1.000e+00    3.235e-09    3.060e-22    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    6.853e+03    4.964e-09    1.000e+00    4.964e-09    8.592e-22    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    6.990e+03    7.555e-09    1.000e+00    7.555e-09    2.366e-21    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    7.128e+03    1.141e-08    1.000e+00    1.141e-08    6.390e-21    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    7.270e+03    1.709e-08    1.000e+00    1.709e-08    1.694e-20    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    7.414e+03    2.542e-08    1.000e+00    2.542e-08    4.409e-20    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    7.561e+03    3.752e-08    1.000e+00    3.752e-08    1.127e-19    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    7.711e+03    5.498e-08    1.000e+00    5.498e-08    2.830e-19    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    7.865e+03    7.999e-08    1.000e+00    7.999e-08    6.986e-19    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    8.021e+03    1.156e-07    1.000e+00    1.156e-07    1.695e-18    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    8.180e+03    1.658e-07    1.000e+00    1.658e-07    4.046e-18    0.000e+00    2.459e+01    5.442e+01
   1.848e+20    8.342e+03    2.364e-07    1.000e+00    2.364e-07    9.501e-18    0.000e+00    2.459e+01    5.441e+01
   1.848e+20    8.508e+03    3.347e-07    1.000e+00    3.347e-07    2.195e-17    0.000e+00    2.459e+01    5.441e+01
   1.848e+20    8.677e+03    4.709e-07    1.000e+00    4.709e-07    4.994e-17    0.000e+00    2.459e+01    5.441e+01
   1.848e+20    8.849e+03    6.583e-07    1.000e+00    6.583e-07    1.119e-16    0.000e+00    2.458e+01    5.441e+01
   1.848e+20    9.025e+03    9.145e-07    1.000e+00    9.145e-07    2.469e-16    0.000e+00    2.458e+01    5.441e+01
   1.848e+20    9.204e+03    1.263e-06    1.000e+00    1.263e-06    5.367e-16    0.000e+00    2.458e+01    5.441e+01
   1.848e+20    9.387e+03    1.734e-06    1.000e+00    1.734e-06    1.150e-15    0.000e+00    2.458e+01    5.441e+01
   1.848e+20    9.573e+03    2.366e-06    1.000e+00    2.366e-06    2.430e-15    0.000e+00    2.458e+01    5.441e+01
   1.848e+20    9.763e+03    3.210e-06    1.000e+00    3.210e-06    5.064e-15    0.000e+00    2.458e+01    5.441e+01
   1.848e+20    9.957e+03    4.331e-06    1.000e+00    4.331e-06    1.041e-14    0.000e+00    2.458e+01    5.441e+01
   1.848e+20    1.015e+04    5.812e-06    1.000e+00    5.812e-06    2.111e-14    0.000e+00    2.458e+01    5.440e+01
   1.848e+20    1.036e+04    7.757e-06    1.000e+00    7.757e-06    4.225e-14    0.000e+00    2.458e+01    5.440e+01
   1.848e+20    1.056e+04    1.030e-05    1.000e+00    1.030e-05    8.350e-14    0.000e+00    2.458e+01    5.440e+01
   1.848e+20    1.077e+04    1.360e-05    1.000e+00    1.360e-05    1.630e-13    0.000e+00    2.458e+01    5.440e+01
   1.848e+20    1.099e+04    1.788e-05    1.000e+00    1.788e-05    3.141e-13    0.000e+00    2.458e+01    5.440e+01
   1.848e+20    1.120e+04    2.337e-05    1.000e+00    2.337e-05    5.982e-13    0.000e+00    2.457e+01    5.439e+01
   1.848e+20    1.143e+04    3.042e-05    1.000e+00    3.042e-05    1.126e-12    0.000e+00    2.457e+01    5.439e+01
   1.848e+20    1.165e+04    3.939e-05    1.000e+00    3.939e-05    2.094e-12    0.000e+00    2.457e+01    5.439e+01
   1.848e+20    1.188e+04    5.078e-05    9.999e-01    5.078e-05    3.852e-12    0.000e+00    2.457e+01    5.438e+01
   1.848e+20    1.212e+04    6.515e-05    9.999e-01    6.515e-05    7.007e-12    0.000e+00    2.457e+01    5.438e+01
   1.848e+20    1.236e+04    8.323e-05    9.999e-01    8.323e-05    1.261e-11    0.000e+00    2.456e+01    5.437e+01
   1.848e+20    1.261e+04    1.058e-04    9.999e-01    1.058e-04    2.244e-11    0.000e+00    2.456e+01    5.437e+01
   1.848e+20    1.286e+04    1.340e-04    9.999e-01    1.340e-04    3.952e-11    0.000e+00    2.456e+01    5.436e+01
   1.848e+20    1.311e+04    1.690e-04    9.998e-01    1.690e-04    6.891e-11    0.000e+00    2.456e+01    5.436e+01
   1.848e+20    1.337e+04    2.122e-04    9.998e-01    2.122e-04    1.189e-10    0.000e+00    2.455e+01    5.435e+01
   1.848e+20    1.364e+04    2.655e-04    9.997e-01    2.655e-04    2.032e-10    0.000e+00    2.455e+01    5.434e+01
   1.848e+20    1.391e+04    3.307e-04    9.997e-01    3.307e-04    3.440e-10    0.000e+00    2.454e+01    5.433e+01
   1.848e+20    1.418e+04    4.103e-04    9.996e-01    4.103e-04    5.767e-10    0.000e+00    2.454e+01    5.432e+01
   1.848e+20    1.447e+04    5.072e-04    9.995e-01    5.072e-04    9.578e-10    0.000e+00    2.454e+01    5.432e+01
   1.848e+20    1.475e+04    6.247e-04    9.994e-01    6.247e-04    1.576e-09    0.000e+00    2.453e+01    5.431e+01
   1.848e+20    1.505e+04    7.665e-04    9.992e-01    7.665e-04    2.571e-09    0.000e+00    2.452e+01    5.430e+01
   1.848e+20    1.534e+04    9.371e-04    9.991e-01    9.371e-04    4.158e-09    0.000e+00    2.452e+01    5.428e+01
   1.848e+20    1.565e+04    1.142e-03    9.989e-01    1.142e-03    6.666e-09    0.000e+00    2.451e+01    5.427e+01
   1.848e+20    1.596e+04    1.386e-03    9.986e-01    1.386e-03    1.060e-08    0.000e+00    2.451e+01    5.426e+01
   1.848e+20    1.628e+04    1.677e-03    9.983e-01    1.677e-03    1.671e-08    0.000e+00    2.450e+01    5.425e+01
   1.848e+20    1.660e+04    2.022e-03    9.980e-01    2.022e-03    2.612e-08    0.000e+00    2.449e+01    5.423e+01
   1.848e+20    1.693e+04    2.431e-03    9.976e-01    2.431e-03    4.053e-08    0.000e+00    2.448e+01    5.422e+01
   1.848e+20    1.727e+04    2.912e-03    9.971e-01    2.912e-03    6.239e-08    0.000e+00    2.448e+01    5.420e+01
   1.848e+20    1.761e+04    3.478e-03    9.965e-01    3.478e-03    9.531e-08    0.000e+00    2.447e+01    5.418e+01
   1.848e+20    1.796e+04    4.141e-03    9.959e-01    4.140e-03    1.445e-07    0.000e+00    2.446e+01    5.416e+01
   1.848e+20    1.831e+04    4.914e-03    9.951e-01    4.914e-03    2.175e-07    0.000e+00    2.445e+01    5.415e+01
   1.848e+20    1.868e+04    5.816e-03    9.942e-01    5.815e-03    3.250e-07    0.000e+00    2.444e+01    5.413e+01
   1.848e+20    1.905e+04    6.861e-03    9.931e-01    6.860e-03    4.821e-07    0.000e+00    2.442e+01    5.411e+01
   1.848e+20    1.943e+04    8.072e-03    9.919e-01    8.070e-03    7.103e-07    0.000e+00    2.441e+01    5.408e+01
   1.848e+20    1.981e+04    9.468e-03    9.905e-01    9.466e-03    1.039e-06    0.000e+00    2.440e+01    5.406e+01
   1.848e+20    2.021e+04    1.107e-02    9.889e-01    1.107e-02    1.511e-06    0.000e+00    2.439e+01    5.404e+01
   1.848e+20    2.061e+04    1.292e-02    9.871e-01    1.291e-02    2.182e-06    0.000e+00    2.437e+01    5.401e+01
   1.848e+20    2.102e+04    1.503e-02    9.850e-01    1.502e-02    3.130e-06    0.000e+00    2.436e+01    5.399e+01
   1.848e+20    2.143e+04    1.743e-02    9.826e-01    1.742e-02    4.462e-06    0.000e+00    2.435e+01    5.396e+01
   1.848e+20    2.186e+04    2.016e-02    9.798e-01    2.015e-02    6.321e-06    0.000e+00    2.433e+01    5.393e+01
   1.848e+20    2.229e+04    2.326e-02    9.767e-01    2.325e-02    8.900e-06    0.000e+00    2.432e+01    5.390e+01
   1.848e+20    2.274e+04    2.677e-02    9.732e-01    2.675e-02    1.246e-05    0.000e+00    2.430e+01    5.387e+01
   1.848e+20    2.319e+04    3.072e-02    9.693e-01    3.069e-02    1.733e-05    0.000e+00    2.428e+01    5.384e+01
   1.848e+20    2.365e+04    3.517e-02    9.649e-01    3.512e-02    2.397e-05    0.000e+00    2.427e+01    5.381e+01
   1.848e+20    2.412e+04    4.015e-02    9.599e-01    4.009e-02    3.297e-05    0.000e+00    2.425e+01    5.378e+01
   1.848e+20    2.460e+04    4.572e-02    9.543e-01    4.563e-02    4.509e-05    0.000e+00    2.423e+01    5.374e+01
   1.848e+20    2.508e+04    5.193e-02    9.481e-01    5.181e-02    6.132e-05    0.000e+00    2.421e+01    5.371e+01
   1.848e+20    2.558e+04    5.883e-02    9.412e-01    5.867e-02    8.295e-05    0.000e+00    2.419e+01    5.367e+01
   1.848e+20    2.609e+04    6.648e-02    9.336e-01    6.626e-02    1.116e-04    0.000e+00    2.417e+01    5.363e+01
   1.848e+20    2.661e+04    7.493e-02    9.252e-01    7.463e-02    1.493e-04    0.000e+00    2.415e+01    5.360e+01
   1.848e+20    2.714e+04    8.424e-02    9.160e-01    8.384e-02    1.988e-04    0.000e+00    2.413e+01    5.356e+01
   1.848e+20    2.767e+04    9.446e-02    9.058e-01    9.394e-02    2.633e-04    0.000e+00    2.411e+01    5.352e+01
   1.848e+20    2.822e+04    1.057e-01    8.947e-01    1.050e-01    3.470e-04    0.000e+00    2.409e+01    5.348e+01
   1.848e+20    2.878e+04    1.179e-01    8.826e-01    1.170e-01    4.550e-04    0.000e+00    2.406e+01    5.344e+01
   1.848e+20    2.936e+04    1.311e-01    8.694e-01    1.300e-01    5.937e-04    0.000e+00    2.404e+01    5.340e+01
   1.848e+20    2.994e+04    1.456e-01    8.552e-01    1.440e-01    7.708e-04    0.000e+00    2.402e+01    5.336e+01
   1.848e+20    3.053e+04    1.611e-01    8.399e-01    1.591e-01    9.959e-04    0.000e+00    2.399e+01    5.331e+01
   1.848e+20    3.114e+04    1.779e-01    8.234e-01    1.753e-01    1.281e-03    0.000e+00    2.397e+01    5.327e+01
   1.848e+20    3.176e+04    1.959e-01    8.058e-01    1.926e-01    1.639e-03    0.000e+00    2.395e+01    5.323e+01
   1.848e+20    3.239e+04    2.151e-01    7.870e-01    2.110e-01    2.088e-03    0.000e+00    2.392e+01    5.319e+01
   1.848e+20    3.303e+04    2.356e-01    7.670e-01    2.304e-01    2.647e-03    0.000e+00    2.390e+01    5.314e+01
   1.848e+20    3.369e+04    2.574e-01    7.459e-01    2.508e-01    3.340e-03    0.000e+00    2.388e+01    5.310e+01
   1.848e+20    3.435e+04    2.805e-01    7.237e-01    2.721e-01    4.195e-03    0.000e+00    2.385e+01    5.306e+01
   1.848e+20    3.504e+04    3.048e-01    7.004e-01    2.943e-01    5.244e-03    0.000e+00    2.383e+01    5.301e+01
   1.848e+20    3.573e+04    3.304e-01    6.762e-01    3.173e-01    6.526e-03    0.000e+00    2.380e+01    5.297e+01
   1.848e+20    3.644e+04    3.571e-01    6.510e-01    3.409e-01    8.082e-03    0.000e+00    2.378e+01    5.293e+01
   1.848e+20    3.717e+04    3.850e-01    6.250e-01    3.651e-01    9.964e-03    0.000e+00    2.376e+01    5.288e+01
   1.848e+20    3.790e+04    4.140e-01    5.982e-01    3.895e-01    1.223e-02    0.000e+00    2.373e+01    5.284e+01
   1.848e+20    3.866e+04    4.440e-01    5.709e-01    4.142e-01    1.493e-02    0.000e+00    2.371e+01    5.280e+01
   1.848e+20    3.942e+04    4.750e-01    5.431e-01    4.387e-01    1.815e-02    0.000e+00    2.368e+01    5.276e+01
   1.848e+20    4.021e+04    5.069e-01    5.150e-01    4.630e-01    2.195e-02    0.000e+00    2.366e+01    5.271e+01
   1.848e+20    4.100e+04    5.396e-01    4.868e-01    4.868e-01    2.642e-02    0.000e+00    2.364e+01    5.267e+01
   1.848e+20    4.182e+04    5.731e-01    4.585e-01    5.098e-01    3.165e-02    0.000e+00    2.361e+01    5.263e+01
   1.848e+20    4.265e+04    6.073e-01    4.305e-01    5.318e-01    3.772e-02    0.000e+00    2.359e+01    5.259e+01
   1.848e+20    4.350e+04    6.420e-01    4.027e-01    5.526e-01    4.473e-02    0.000e+00    2.357e+01    5.255e+01
   1.848e+20    4.436e+04    6.773e-01    3.754e-01    5.718e-01    5.277e-02    0.000e+00    2.355e+01    5.251e+01
   1.848e+20    4.524e+04    7.131e-01    3.488e-01    5.893e-01    6.192e-02    0.000e+00    2.352e+01    5.247e+01
   1.848e+20    4.614e+04    7.494e-01    3.229e-01    6.048e-01    7.229e-02    0.000e+00    2.350e+01    5.243e+01
   1.848e+20    4.705e+04    7.860e-01    2.979e-01    6.181e-01    8.393e-02    0.000e+00    2.348e+01    5.239e+01
   1.848e+20    4.799e+04    8.230e-01    2.739e-01    6.291e-01    9.692e-02    0.000e+00    2.346e+01    5.235e+01
   1.848e+20    4.894e+04    8.603e-01    2.510e-01    6.377e-01    1.113e-01    0.000e+00    2.343e+01    5.231e+01
   1.848e+20    4.991e+04    8.979e-01    2.292e-01    6.436e-01    1.272e-01    0.000e+00    2.341e+01    5.227e+01
   1.848e+20    5.090e+04    9.358e-01    2.087e-01    6.469e-01    1.445e-01    0.000e+00    2.339e+01    5.224e+01
   1.848e+20    5.191e+04    9.739e-01    1.893e-01    6.475e-01    1.632e-01    0.000e+00    2.337e+01    5.220e+01
   1.848e+20    5.294e+04    1.012e+00    1.712e-01    6.454e-01    1.834e-01    0.000e+00    2.335e+01    5.216e+01
   1.848e+20    5.399e+04    1.051e+00    1.544e-01    6.407e-01    2.049e-01    0.000e+00    2.333e+01    5.213e+01
   1.848e+20    5.507e+04    1.089e+00    1.387e-01    6.335e-01    2.278e-01    0.000e+00    2.331e+01    5.209e+01
   1.848e+20    5.616e+04    1.128e+00    1.243e-01    6.238e-01    2.518e-01    0.000e+00    2.329e+01    5.206e+01
   1.848e+20    5.728e+04    1.166e+00    1.111e-01    6.119e-01    2.770e-01    0.000e+00    2.327e+01    5.203e+01
   1.848e+20    5.841e+04    1.204e+00    9.892e-02    5.979e-01    3.031e-01    0.000e+00    2.325e+01    5.199e+01
   1.848e+20    5.957e+04    1.242e+00    8.785e-02    5.821e-01    3.301e-01    0.000e+00    2.323e+01    5.196e+01
   1.848e+20    6.075e+04    1.280e+00    7.779e-02    5.645e-01    3.577e-01    0.000e+00    2.321e+01    5.193e+01
   1.848e+20    6.196e+04    1.317e+00    6.869e-02    5.455e-01    3.858e-01    0.000e+00    2.320e+01    5.191e+01
   1.848e+20    6.319e+04    1.354e+00    6.048e-02    5.253e-01    4.142e-01    0.000e+00    2.318e+01    5.188e+01
   1.848e+20    6.445e+04    1.390e+00    5.311e-02    5.041e-01    4.428e-01    0.000e+00    2.317e+01    5.185e+01
   1.848e+20    6.572e+04    1.425e+00    4.652e-02    4.822e-01    4.713e-01    0.000e+00    2.315e+01    5.183e+01
   1.848e+20    6.703e+04    1.459e+00    4.064e-02    4.598e-01    4.996e-01    0.000e+00    2.314e+01    5.181e+01
   1.848e+20    6.836e+04    1.492e+00    3.541e-02    4.370e-01    5.276e-01    0.000e+00    2.313e+01    5.179e+01
   1.848e+20    6.972e+04    1.524e+00    3.079e-02    4.142e-01    5.550e-01    0.000e+00    2.312e+01    5.177e+01
   1.848e+20    7.110e+04    1.555e+00    2.671e-02    3.915e-01    5.818e-01    0.000e+00    2.311e+01    5.175e+01
   1.848e+20    7.251e+04    1.585e+00    2.312e-02    3.691e-01    6.078e-01    0.000e+00    2.310e+01    5.174e+01
   1.848e+20    7.395e+04    1.613e+00    1.997e-02    3.471e-01    6.329e-01    0.000e+00    2.310e+01    5.172e+01
   2.271e+20    1.479e+03    2.004e-42    1.000e+00    2.004e-42    2.206e-69    0.000e+00    2.459e+01    5.442e+01
   2.271e+20    1.508e+03    1.330e-41    1.000e+00    1.330e-41    5.113e-69    0.000e+00    2.459e+01    5.442e+01
   2.271e+20    1.538e+03    8.505e-41    1.000e+00    8.505e-41    1.167e-68    0.000e+00    2.459e+01    5.442e+01
   2.271e+20    1.569e+03    5.249e-40    1.000e+00    5.249e-40    2.624e-68    0.000e+00    2.459e+01    5.442e+01
   2.271e+20    1.600e+03    3.128e-39    1.000e+00    3.128e-39    5.813e-68    0.000e+00    2.459e+01    5.442e+01
   2.271e+20    1.632e+03    1.801e-38    1.000e+00    1.801e-38    1.269e-67    0.000e+00    2.459e+01    5.442e+01
   2.271e+20    1.664e+03    1.002e-37    1.000e+00    1.002e-37    2.731e-67    0.000e+00    2.459e+01    5.442e+01
   2.271e+20    1.697e+03    5.396e-37    1.000e+00    5.396e-37    5.797e-67    0.000e+00    2.459e+01    5.442e+01
   2.271e+20    1.731e+03    2.813e-36    1.000e+00    2.813e-36    1.214e-66    0.000e+00    2.459e+01    5.442e+01
   2.271e+20    1.765e+03    1.420e-35    1.000e+00    1.420e-35    2.507e-66    0.000e+00    2.459e+01    5.442e+01
   2.271e+20    1.800e+03    6.949e-35    1.000e+00    6.949e-35    5.111e-66    0.000e+00    2.459e+01    5.442e+01
   2.271e+20    1.836e+03    3.298e-34    1.000e+00    3.298e-34    1.029e-65    0.000e+00    2.459e+01    5.442e+01
   2.271e+20    1.873e+03    1.519e-33    1.000e+00    1.519e-33    2.044e-65    0.000e+00    2.459e+01    5.442e+01
   2.271e+20    1.910e+03    6.792e-33    1.000e+00    6.792e-33    4.011e-65    0.000e+00    2.459e+01    5.442e+01
   2.271e+20    1.948e+03    2.951e-32    1.000e+00    2.951e-32    7.777e-65    0.000e+00    2.459e+01    5.442e+01
   2.271e+20    1.986e+03    1.246e-31    1.000e+00    1.246e-31    1.490e-64    0.000e+00    2.459e+01    5.442e+01
   2.271e+20    2.026e+03    5.119e-31    1.000e+00    5.119e-31    2.821e-64    0.000e+00    2.459e+01    5.442e+01
