# Shown is also the standard deviation from a large set of initial guesses, if large then invalid- multiple solutions 
   n[1/cc]      T[K]         Zbar         χ0[eV]
   2.150e+21    8.602e+03    1.203e-07    3.618e-03
   2.150e+21    9.043e+03    2.786e-07    5.371e-03
   2.150e+21    9.506e+03    6.229e-07    7.833e-03
   2.150e+21    9.992e+03    1.344e-06    1.122e-02
   2.150e+21    1.050e+04    2.801e-06    1.580e-02
   2.150e+21    1.104e+04    5.648e-06    2.189e-02
   2.150e+21    1.161e+04    1.104e-05    2.984e-02
   2.150e+21    1.220e+04    2.093e-05    4.008e-02
   2.150e+21    1.282e+04    3.859e-05    5.308e-02
   2.150e+21    1.348e+04    6.927e-05    6.937e-02
   2.150e+21    1.417e+04    1.212e-04    8.950e-02
   2.150e+21    1.490e+04    2.070e-04    1.141e-01
   2.150e+21    1.566e+04    3.456e-04    1.438e-01
   2.150e+21    1.646e+04    5.646e-04    1.794e-01
   2.150e+21    1.730e+04    9.037e-04    2.214e-01
   2.150e+21    1.819e+04    1.418e-03    2.708e-01
   2.150e+21    1.912e+04    2.185e-03    3.282e-01
   2.150e+21    2.010e+04    3.307e-03    3.945e-01
   2.150e+21    2.113e+04    4.922e-03    4.705e-01
   2.150e+21    2.221e+04    7.208e-03    5.572e-01
   2.150e+21    2.334e+04    1.039e-02    6.558e-01
   2.150e+21    2.454e+04    1.477e-02    7.673e-01
   2.150e+21    2.580e+04    2.069e-02    8.936e-01
   2.150e+21    2.712e+04    2.859e-02    1.036e+00
   2.150e+21    2.850e+04    3.899e-02    1.199e+00
   2.150e+21    2.996e+04    5.253e-02    1.383e+00
   2.150e+21    3.150e+04    6.992e-02    1.596e+00
   2.150e+21    3.311e+04    9.202e-02    1.841e+00
   2.150e+21    3.480e+04    1.198e-01    2.127e+00
   2.150e+21    3.658e+04    1.543e-01    2.465e+00
   2.150e+21    3.846e+04    1.968e-01    2.866e+00
   2.150e+21    4.042e+04    2.483e-01    3.345e+00
   2.150e+21    4.249e+04    3.098e-01    3.917e+00
   2.150e+21    4.467e+04    3.813e-01    4.590e+00
   2.150e+21    4.695e+04    4.608e-01    5.352e+00
   2.150e+21    4.936e+04    5.432e-01    6.154e+00
   2.150e+21    5.188e+04    6.211e-01    6.910e+00
   2.150e+21    5.454e+04    6.886e-01    7.544e+00
   2.150e+21    5.733e+04    7.437e-01    8.024e+00
   2.150e+21    6.026e+04    7.876e-01    8.361e+00
   2.150e+21    6.335e+04    8.226e-01    8.580e+00
   2.150e+21    6.659e+04    8.508e-01    8.708e+00
   2.150e+21    7.000e+04    8.736e-01    8.767e+00
   2.430e+21    5.000e+02    8.603e-09    4.266e-03
   2.430e+21    5.256e+02    8.603e-09    4.161e-03
   2.430e+21    5.525e+02    8.603e-09    4.058e-03
   2.430e+21    5.808e+02    8.603e-09    3.958e-03
   2.430e+21    6.105e+02    8.603e-09    3.861e-03
   2.430e+21    6.417e+02    8.603e-09    3.766e-03
   2.430e+21    6.746e+02    8.603e-09    3.673e-03
   2.430e+21    7.091e+02    8.603e-09    3.582e-03
   2.430e+21    7.454e+02    8.603e-09    3.494e-03
   2.430e+21    7.836e+02    8.603e-09    3.408e-03
   2.430e+21    8.237e+02    8.603e-09    3.324e-03
   2.430e+21    8.658e+02    8.603e-09    3.242e-03
   2.430e+21    9.101e+02    8.603e-09    3.162e-03
   2.430e+21    9.567e+02    8.603e-09    3.084e-03
   2.430e+21    1.006e+03    8.603e-09    3.008e-03
   2.430e+21    1.057e+03    8.603e-09    2.934e-03
   2.430e+21    1.111e+03    8.573e-09    2.857e-03
   2.430e+21    1.168e+03    8.620e-09    2.794e-03
   2.430e+21    1.228e+03    8.620e-09    2.725e-03
   2.430e+21    1.291e+03    8.620e-09    2.658e-03
   2.430e+21    1.357e+03    8.620e-09    2.592e-03
   2.430e+21    1.426e+03    8.620e-09    2.528e-03
   2.430e+21    1.499e+03    8.620e-09    2.466e-03
   2.430e+21    1.576e+03    8.620e-09    2.405e-03
   2.430e+21    1.657e+03    8.620e-09    2.346e-03
   2.430e+21    1.741e+03    8.620e-09    2.288e-03
   2.430e+21    1.831e+03    8.620e-09    2.232e-03
   2.430e+21    1.924e+03    8.620e-09    2.177e-03
   2.430e+21    2.023e+03    8.620e-09    2.123e-03
   2.430e+21    2.126e+03    8.620e-09    2.071e-03
   2.430e+21    2.235e+03    8.620e-09    2.020e-03
   2.430e+21    2.350e+03    8.630e-09    1.971e-03
   2.430e+21    2.470e+03    8.648e-09    1.925e-03
   2.430e+21    2.596e+03    8.652e-09    1.877e-03
   2.430e+21    2.729e+03    8.652e-09    1.831e-03
   2.430e+21    2.869e+03    8.652e-09    1.786e-03
   2.430e+21    3.016e+03    8.652e-09    1.742e-03
   2.430e+21    3.170e+03    8.652e-09    1.699e-03
   2.430e+21    3.332e+03    8.652e-09    1.657e-03
   2.430e+21    3.503e+03    8.652e-09    1.616e-03
   2.430e+21    3.682e+03    8.652e-09    1.577e-03
   2.430e+21    3.871e+03    8.652e-09    1.538e-03
   2.430e+21    4.069e+03    8.652e-09    1.500e-03
   2.430e+21    4.277e+03    8.652e-09    1.463e-03
   2.430e+21    4.496e+03    8.647e-09    1.426e-03
   2.430e+21    4.726e+03    8.663e-09    1.393e-03
   2.430e+21    4.968e+03    8.667e-09    1.358e-03
   2.430e+21    5.222e+03    8.668e-09    1.325e-03
   2.430e+21    5.489e+03    8.668e-09    1.292e-03
   2.430e+21    5.770e+03    8.668e-09    1.261e-03
   2.430e+21    6.066e+03    8.669e-09    1.230e-03
   2.430e+21    6.376e+03    8.673e-09    1.200e-03
   2.430e+21    6.702e+03    8.708e-09    1.172e-03
   2.430e+21    7.045e+03    8.999e-09    1.162e-03
   2.430e+21    7.406e+03    1.104e-08    1.256e-03
   2.430e+21    7.785e+03    2.044e-08    1.667e-03
   2.430e+21    8.184e+03    4.763e-08    2.481e-03
   2.430e+21    8.602e+03    1.133e-07    3.732e-03
   2.430e+21    9.043e+03    2.622e-07    5.538e-03
   2.430e+21    9.506e+03    5.862e-07    8.077e-03
   2.430e+21    9.992e+03    1.265e-06    1.157e-02
   2.430e+21    1.050e+04    2.636e-06    1.629e-02
   2.430e+21    1.104e+04    5.316e-06    2.257e-02
   2.430e+21    1.161e+04    1.039e-05    3.077e-02
   2.430e+21    1.220e+04    1.971e-05    4.134e-02
   2.430e+21    1.282e+04    3.634e-05    5.475e-02
   2.430e+21    1.348e+04    6.523e-05    7.155e-02
   2.430e+21    1.417e+04    1.142e-04    9.233e-02
   2.430e+21    1.490e+04    1.950e-04    1.177e-01
   2.430e+21    1.566e+04    3.257e-04    1.484e-01
   2.430e+21    1.646e+04    5.323e-04    1.851e-01
   2.430e+21    1.730e+04    8.523e-04    2.286e-01
   2.430e+21    1.819e+04    1.338e-03    2.795e-01
   2.430e+21    1.912e+04    2.063e-03    3.389e-01
   2.430e+21    2.010e+04    3.123e-03    4.074e-01
   2.430e+21    2.113e+04    4.651e-03    4.860e-01
   2.430e+21    2.221e+04    6.815e-03    5.756e-01
   2.430e+21    2.334e+04    9.834e-03    6.774e-01
   2.430e+21    2.454e+04    1.398e-02    7.927e-01
   2.430e+21    2.580e+04    1.960e-02    9.231e-01
   2.430e+21    2.712e+04    2.711e-02    1.071e+00
   2.430e+21    2.850e+04    3.702e-02    1.238e+00
   2.430e+21    2.996e+04    4.992e-02    1.428e+00
   2.430e+21    3.150e+04    6.652e-02    1.646e+00
   2.430e+21    3.311e+04    8.766e-02    1.898e+00
   2.430e+21    3.480e+04    1.143e-01    2.192e+00
   2.430e+21    3.658e+04    1.475e-01    2.538e+00
   2.430e+21    3.846e+04    1.885e-01    2.950e+00
   2.430e+21    4.042e+04    2.385e-01    3.443e+00
   2.430e+21    4.249e+04    2.986e-01    4.035e+00
   2.430e+21    4.467e+04    3.693e-01    4.738e+00
   2.430e+21    4.695e+04    4.490e-01    5.547e+00
   2.430e+21    4.936e+04    5.328e-01    6.413e+00
   2.430e+21    5.188e+04    6.129e-01    7.241e+00
   2.430e+21    5.454e+04    6.823e-01    7.938e+00
   2.430e+21    5.733e+04    7.386e-01    8.463e+00
   2.430e+21    6.026e+04    7.832e-01    8.829e+00
   2.430e+21    6.335e+04    8.185e-01    9.066e+00
   2.430e+21    6.659e+04    8.468e-01    9.205e+00
   2.430e+21    7.000e+04    8.698e-01    9.270e+00
   2.745e+21    5.000e+02    8.603e-09    4.535e-03
   2.745e+21    5.256e+02    8.603e-09    4.423e-03
   2.745e+21    5.525e+02    8.603e-09    4.314e-03
   2.745e+21    5.808e+02    8.603e-09    4.208e-03
   2.745e+21    6.105e+02    8.603e-09    4.104e-03
   2.745e+21    6.417e+02    8.603e-09    4.003e-03
   2.745e+21    6.746e+02    8.603e-09    3.904e-03
   2.745e+21    7.091e+02    8.603e-09    3.808e-03
   2.745e+21    7.454e+02    8.603e-09    3.714e-03
   2.745e+21    7.836e+02    8.603e-09    3.622e-03
   2.745e+21    8.237e+02    8.603e-09    3.533e-03
   2.745e+21    8.658e+02    8.603e-09    3.446e-03
   2.745e+21    9.101e+02    8.603e-09    3.361e-03
   2.745e+21    9.567e+02    8.603e-09    3.278e-03
   2.745e+21    1.006e+03    8.603e-09    3.197e-03
   2.745e+21    1.057e+03    8.603e-09    3.119e-03
   2.745e+21    1.111e+03    8.603e-09    3.042e-03
   2.745e+21    1.168e+03    8.603e-09    2.967e-03
   2.745e+21    1.228e+03    8.603e-09    2.894e-03
   2.745e+21    1.291e+03    8.617e-09    2.825e-03
   2.745e+21    1.357e+03    8.620e-09    2.755e-03
   2.745e+21    1.426e+03    8.620e-09    2.688e-03
   2.745e+21    1.499e+03    8.620e-09    2.621e-03
   2.745e+21    1.576e+03    8.620e-09    2.557e-03
   2.745e+21    1.657e+03    8.620e-09    2.494e-03
   2.745e+21    1.741e+03    8.620e-09    2.432e-03
   2.745e+21    1.831e+03    8.620e-09    2.372e-03
   2.745e+21    1.924e+03    8.620e-09    2.314e-03
   2.745e+21    2.023e+03    8.620e-09    2.257e-03
   2.745e+21    2.126e+03    8.620e-09    2.201e-03
   2.745e+21    2.235e+03    8.620e-09    2.147e-03
   2.745e+21    2.350e+03    8.620e-09    2.094e-03
   2.745e+21    2.470e+03    8.620e-09    2.042e-03
   2.745e+21    2.596e+03    8.620e-09    1.992e-03
   2.745e+21    2.729e+03    8.623e-09    1.943e-03
   2.745e+21    2.869e+03    8.649e-09    1.898e-03
   2.745e+21    3.016e+03    8.652e-09    1.852e-03
   2.745e+21    3.170e+03    8.652e-09    1.806e-03
   2.745e+21    3.332e+03    8.652e-09    1.762e-03
   2.745e+21    3.503e+03    8.652e-09    1.718e-03
   2.745e+21    3.682e+03    8.652e-09    1.676e-03
   2.745e+21    3.871e+03    8.652e-09    1.634e-03
   2.745e+21    4.069e+03    8.652e-09    1.594e-03
   2.745e+21    4.277e+03    8.652e-09    1.555e-03
   2.745e+21    4.496e+03    8.652e-09    1.517e-03
   2.745e+21    4.726e+03    8.652e-09    1.479e-03
   2.745e+21    4.968e+03    8.668e-09    1.444e-03
   2.745e+21    5.222e+03    8.651e-09    1.407e-03
   2.745e+21    5.489e+03    8.663e-09    1.373e-03
   2.745e+21    5.770e+03    8.666e-09    1.340e-03
   2.745e+21    6.066e+03    8.668e-09    1.307e-03
   2.745e+21    6.376e+03    8.672e-09    1.275e-03
   2.745e+21    6.702e+03    8.703e-09    1.246e-03
   2.745e+21    7.045e+03    8.961e-09    1.233e-03
   2.745e+21    7.406e+03    1.080e-08    1.320e-03
   2.745e+21    7.785e+03    1.941e-08    1.726e-03
   2.745e+21    8.184e+03    4.494e-08    2.562e-03
   2.745e+21    8.602e+03    1.066e-07    3.849e-03
   2.745e+21    9.043e+03    2.468e-07    5.711e-03
   2.745e+21    9.506e+03    5.517e-07    8.329e-03
   2.745e+21    9.992e+03    1.190e-06    1.193e-02
   2.745e+21    1.050e+04    2.481e-06    1.680e-02
   2.745e+21    1.104e+04    5.003e-06    2.327e-02
   2.745e+21    1.161e+04    9.778e-06    3.173e-02
   2.745e+21    1.220e+04    1.855e-05    4.263e-02
   2.745e+21    1.282e+04    3.421e-05    5.647e-02
   2.745e+21    1.348e+04    6.143e-05    7.380e-02
   2.745e+21    1.417e+04    1.075e-04    9.525e-02
   2.745e+21    1.490e+04    1.838e-04    1.215e-01
   2.745e+21    1.566e+04    3.070e-04    1.531e-01
   2.745e+21    1.646e+04    5.018e-04    1.910e-01
   2.745e+21    1.730e+04    8.038e-04    2.359e-01
   2.745e+21    1.819e+04    1.263e-03    2.886e-01
   2.745e+21    1.912e+04    1.947e-03    3.499e-01
   2.745e+21    2.010e+04    2.950e-03    4.207e-01
   2.745e+21    2.113e+04    4.396e-03    5.020e-01
   2.745e+21    2.221e+04    6.445e-03    5.946e-01
   2.745e+21    2.334e+04    9.306e-03    6.999e-01
   2.745e+21    2.454e+04    1.324e-02    8.191e-01
   2.745e+21    2.580e+04    1.858e-02    9.538e-01
   2.745e+21    2.712e+04    2.572e-02    1.106e+00
   2.745e+21    2.850e+04    3.515e-02    1.279e+00
   2.745e+21    2.996e+04    4.745e-02    1.475e+00
   2.745e+21    3.150e+04    6.331e-02    1.699e+00
   2.745e+21    3.311e+04    8.353e-02    1.959e+00
   2.745e+21    3.480e+04    1.091e-01    2.261e+00
   2.745e+21    3.658e+04    1.410e-01    2.616e+00
   2.745e+21    3.846e+04    1.806e-01    3.039e+00
   2.745e+21    4.042e+04    2.291e-01    3.547e+00
   2.745e+21    4.249e+04    2.879e-01    4.159e+00
   2.745e+21    4.467e+04    3.578e-01    4.895e+00
   2.745e+21    4.695e+04    4.377e-01    5.754e+00
   2.745e+21    4.936e+04    5.233e-01    6.692e+00
   2.745e+21    5.188e+04    6.058e-01    7.602e+00
   2.745e+21    5.454e+04    6.773e-01    8.369e+00
   2.745e+21    5.733e+04    7.348e-01    8.942e+00
   2.745e+21    6.026e+04    7.798e-01    9.338e+00
   2.745e+21    6.335e+04    8.153e-01    9.592e+00
   2.745e+21    6.659e+04    8.435e-01    9.739e+00
   2.745e+21    7.000e+04    8.665e-01    9.808e+00
